start,date,fomc_latest,Event,FF1,FF2,FF3,FF4,MP1,ED1,ED2,ED3,ED4,TFUT02,TFUT05,TFUT10,TFUT30,SP500,SP500FUT,EUR,FF4_MR
12/16/1997 14:15,12/16/1997,12/16/1997,FOMC Rate Decision (Scheduled),0,0,0,0,0,-0.005,-0.01,-0.005,,-0.00796,-0.00339,-0.00385,-0.00468,-0.08456,-0.17323,,0
2/4/1998 14:12,2/4/1998,2/4/1998,FOMC Rate Decision (Scheduled),0.03,0.005,0.005,0.01,0.035,0.01,0.015,0.015,0.025,0.01266,0.01,0.00757,0.0023,-0.19164,-0.30652,,-0.01
3/31/1998 14:12,3/31/1998,3/31/1998,FOMC Rate Decision (Scheduled),-0.005,-0.005,-0.01,-0.005,-0.005,0,-0.005,0.005,,0,0,0.00384,0.00467,-0.13567,-0.05374,,0.005
5/19/1998 14:15,5/19/1998,5/19/1998,FOMC Rate Decision (Scheduled),-0.015,-0.03,-0.02,-0.02,-0.03875,-0.03,-0.01,-0.01,-0.01,-0.0159,-0.01012,-0.00383,0,-0.12953,-0.24192,0.22619,0.005
7/1/1998 14:15,7/1/1998,7/1/1998,FOMC Rate Decision (Scheduled),0.01,-0.02,-0.035,0.00999,0.01033,0.005,0,0.005,0.005,0.00476,0.00334,0,0,0.02716,0.08682,-0.21109,-0.005
8/18/1998 14:12,8/18/1998,8/18/1998,FOMC Rate Decision (Scheduled),0.005,-0.005,0.01,0.02,0.01192,0,0,0,0,-0.00476,0,0,0,0.04839,0.15457,0,-0.005
9/29/1998 14:15,9/29/1998,9/29/1998,FOMC Rate Decision (Scheduled),-0.0025,0.06,0.06,0.07,0.06,0.05,0.01,0.015,,0.0078,0.0032,-0.00353,-0.01051,-0.6975,-1.01389,0.08927,-0.01
10/15/1998 15:15,10/15/1998,9/29/1998,FOMC Rate Decision (Unscheduled),-0.085,-0.185,-0.14,-0.15,-0.16469,-0.235,-0.27,-0.275,-0.275,-0.217,-0.18722,-0.11969,-0.05084,2.09497,2.12158,0,0.03999
11/17/1998 14:15,11/17/1998,11/17/1998,FOMC Rate Decision (Scheduled),-0.03,-0.03,-0.05,-0.04,-0.06923,-0.035,-0.03,0.005,0,0.02657,-0.00323,-0.00359,-0.00432,0.63962,0.59618,0.10168,-0.01
12/22/1998 14:15,12/22/1998,12/22/1998,FOMC Rate Decision (Scheduled),-0.01,0,0,0.01,-0.03444,0.01,-0.01,-0.01,,0,0.00322,0.00357,-0.00644,-0.1237,-0.13973,0.00426,-0.00999
2/3/1999 14:15,2/3/1999,2/3/1999,FOMC Rate Decision (Scheduled),0.005,-0.02,0.01,0.01,0.0056,-0.005,0.01,0.01,0.005,0.01567,0.013,0.01447,0.01535,0.17015,0.19604,0.00884,-0.005
3/30/1999 14:15,3/30/1999,3/30/1999,FOMC Rate Decision (Scheduled),0,-0.005,-0.01,-0.02,-0.005,-0.02,-0.02,-0.025,,-0.03939,-0.01314,-0.00747,-0.00465,-0.16838,-0.17466,0.00933,0
5/18/1999 14:15,5/18/1999,5/18/1999,FOMC Rate Decision (Scheduled),-0.01,-0.015,0.03,0.04,-0.02385,0.015,0.11,0.145,0.155,0.10771,0.11032,0.08806,0.07223,-1.38561,-1.45661,0.10758,0.01
6/30/1999 14:15,6/30/1999,6/30/1999,FOMC Rate Decision (Scheduled),-0.005,-0.05,-0.06,-0.07,-0.05,-0.08,-0.1,-0.1,,-0.09249,-0.11855,-0.06651,-0.0445,1.60132,1.72134,0.34882,0.01
8/24/1999 14:15,8/24/1999,8/24/1999,FOMC Rate Decision (Scheduled),0.015,0.0425,0.01,0.025,0.0425,0.02,0,0,-0.02,0,-0.01685,-0.0117,-0.00741,0.59237,0.60613,-0.30949,0.015
10/5/1999 14:15,10/5/1999,10/5/1999,FOMC Rate Decision (Scheduled),-0.04,-0.025,0,0.04,-0.04769,0.035,0.07,0.095,0.1,0.07665,0.08506,0.05934,0.0561,-0.81193,-0.87072,0.3223,-0.01
11/16/1999 14:15,11/16/1999,11/16/1999,FOMC Rate Decision (Scheduled),0.035,0.085,0.085,0.055,0.075,0.05,0.075,0.07,0.06,0.07984,0.05086,0.03523,0.03234,-0.32364,-0.35336,0.09698,0.03
12/21/1999 14:15,12/21/1999,12/21/1999,FOMC Rate Decision (Scheduled),0.005,-0.01,0,-0.005,0.0155,0.01,0.05,0.04,,0.0416,0.03362,0.03824,0.05073,0.48527,0.44944,0.02478,0
2/2/2000 14:15,2/2/2000,2/2/2000,FOMC Rate Decision (Scheduled),-0.055,-0.04,-0.015,0.01,-0.05907,-0.02,-0.005,0,0.015,0.03642,0.04045,0.03456,0.00288,-0.3357,-0.31707,0.05623,-0.005
3/21/2000 14:15,3/21/2000,3/21/2000,FOMC Rate Decision (Scheduled),-0.01,-0.025,0,-0.01,-0.031,-0.005,-0.005,0.005,,0.01156,0.01455,-0.00422,-0.01102,-0.03942,0.10062,0.07769,0.025
5/16/2000 14:15,5/16/2000,5/16/2000,FOMC Rate Decision (Scheduled),0.02,0.05,0.05,0.055,0.04133,0.06,0.055,0.05,0.045,0.0498,0.05149,0.02574,0.00283,-0.64349,-0.68027,0.11041,0.03
6/28/2000 14:15,6/28/2000,6/28/2000,FOMC Rate Decision (Scheduled),0,-0.02,-0.02,-0.015,-0.02,-0.025,-0.03,-0.035,,-0.04125,-0.02169,-0.01046,-0.00827,0.26977,0.26972,0.11646,0.035
8/22/2000 14:15,8/22/2000,8/22/2000,FOMC Rate Decision (Scheduled),0.005,-0.005,0,0.11,0.01722,0,0.015,0.02,0.02,0.00328,0.01072,0.00819,0.01051,-0.15955,-0.17883,0.06682,-0.025
10/3/2000 14:15,10/3/2000,10/3/2000,FOMC Rate Decision (Scheduled),0,0,0.0075,0.02,0,0.02,0.035,0.045,0.05,0.04082,0.04247,0.03059,0.01081,-0.22039,-0.27211,-0.25147,-0.035
11/15/2000 14:15,11/15/2000,11/15/2000,FOMC Rate Decision (Scheduled),-0.005,0,0.005,0.0025,-0.01,0,0.01,0.01,0,0,-0.01409,-0.01207,-0.02352,-0.6872,-0.78769,-0.11673,0
12/19/2000 14:15,12/19/2000,12/19/2000,FOMC Rate Decision (Scheduled),0.025,0.04,0.015,0.005,0.06458,0.03,0.02,0.01,,0.01611,0.01721,0.01551,0.02231,-0.56081,-0.58845,0.1122,-0.005
1/3/2001 13:15,1/3/2001,12/19/2000,FOMC Rate Decision (Unscheduled),-0.35,-0.185,-0.155,-0.17,-0.3875,-0.12,-0.135,-0.09,-0.06,0.024,0.07157,0.07263,0.08062,4.51038,4.55309,-0.42445,-0.005
1/31/2001 14:15,1/31/2001,1/31/2001,FOMC Rate Decision (Scheduled),0,0.03,0.03,0.01,0.03,0.03,-0.005,-0.03,-0.045,0.00798,0.00682,0.0077,0.00499,-0.51737,-0.43447,0.20371,-0.005
3/20/2001 14:15,3/20/2001,3/20/2001,FOMC Rate Decision (Scheduled),0.02,0.025,-0.005,-0.07,0.05636,-0.04,-0.065,-0.08,,-0.05551,-0.03354,-0.01893,-0.01209,-0.60045,-0.59072,0,-0.01501
4/18/2001 10:55,4/18/2001,3/20/2001,FOMC Rate Decision (Unscheduled),-0.185,0.505,-0.445,-0.44,-0.4625,-0.35,-0.305,-0.325,-0.24,-0.15427,-0.12903,-0.04274,-0.00773,2.32456,2.41875,0.99972,0.005
5/15/2001 14:15,5/15/2001,5/15/2001,FOMC Rate Decision (Scheduled),-0.05,-0.085,-0.12,-0.12,-0.09687,-0.1,-0.135,-0.13,-0.15,-0.08732,-0.06154,-0.02751,0.01324,0.37291,0.45467,-0.13657,0
6/27/2001 14:12,6/27/2001,6/27/2001,FOMC Rate Decision (Scheduled),0.015,0.1,0.085,0.075,0.1,0.07,0.07,0.075,,0.06336,0.02724,0.00971,0.00256,-0.52379,-0.45091,-0.08123,0
8/21/2001 14:15,8/21/2001,8/21/2001,FOMC Rate Decision (Scheduled),0.015,0.0125,-0.02,0.015,0.0465,-0.01,-0.045,-0.045,-0.04,-0.02359,-0.0134,0,0,-0.6934,-0.73012,0.69416,0.015
9/17/2001 0:00,9/17/2001,8/21/2001,FOMC Rate Decision (Unscheduled),,,,-0.045,0.00928,,,,,,,,,,,,-0.04
10/2/2001 14:15,10/2/2001,10/2/2001,FOMC Rate Decision (Scheduled),-0.03,-0.045,-0.045,-0.04,-0.03207,-0.06,-0.06,-0.06,-0.07,-0.03873,-0.02284,0.00184,0.01205,-0.35196,-0.33565,0.15812,-0.17
11/6/2001 14:20,11/6/2001,11/6/2001,FOMC Rate Decision (Scheduled),-0.11,-0.135,-0.135,-0.145,-0.1375,-0.16,-0.15,-0.16,-0.17,-0.09222,-0.06753,-0.03594,0.00459,0.6426,0.60846,-0.06681,0.03
12/11/2001 14:14,12/11/2001,12/11/2001,FOMC Rate Decision (Scheduled),-0.005,0,-0.03,-0.035,-0.00775,-0.01,-0.06,-0.1,-0.1,-0.07028,-0.0603,-0.03848,-0.0207,0.26526,0.32276,0.08417,0.03
1/30/2002 14:15,1/30/2002,1/30/2002,FOMC Rate Decision (Scheduled),0,0.0175,0.02,0.025,0.0175,0.02,0.03,0.03,0.03,0.00777,-0.00332,-0.00759,-0.01006,-0.03735,-0.02733,-0.04636,-0.125
3/19/2002 14:15,3/19/2002,3/19/2002,FOMC Rate Decision (Scheduled),-0.0125,-0.02,-0.035,-0.04,-0.03229,-0.05,-0.08,-0.08,,-0.0505,-0.05441,-0.03928,-0.02378,-0.33914,-0.38345,0.06804,-0.13
5/7/2002 14:15,5/7/2002,5/7/2002,FOMC Rate Decision (Scheduled),0.005,0.0075,0,-0.02,0.00646,-0.02,-0.03,-0.04,-0.06,-0.02801,-0.01995,-0.01526,-0.01521,-0.29932,-0.31254,0.12575,0.115
6/26/2002 14:15,6/26/2002,6/26/2002,FOMC Rate Decision (Scheduled),-0.0025,0.005,0.005,0,0.005,0.02,0.01,0.01,,0,0.00982,0.0093,0.00248,-0.48238,-0.52165,0.16194,0.075
8/13/2002 14:15,8/13/2002,8/13/2002,FOMC Rate Decision (Scheduled),0.02,0.025,-0.015,-0.04,0.03444,-0.02,-0.07,-0.16,-0.2,-0.09914,-0.06299,-0.05655,-0.03937,-0.60374,-0.6289,0.10194,-0.075
9/24/2002 14:15,9/24/2002,9/24/2002,FOMC Rate Decision (Scheduled),0.0125,0.02,0.005,-0.005,0.02,0,-0.02,-0.03,,-0.01521,-0.02473,-0.01721,-0.00438,-1.01173,-1.00711,0.17331,0.015
11/6/2002 14:14,11/6/2002,11/6/2002,FOMC Rate Decision (Scheduled),-0.165,-0.135,-0.1075,-0.075,-0.20625,-0.08,-0.06,-0.06,-0.07,-0.04552,-0.06226,-0.03672,-0.03229,-0.53662,-0.52695,0.47525,-0.03
12/10/2002 14:15,12/10/2002,12/10/2002,FOMC Rate Decision (Scheduled),0,0,0.0075,0.005,0,0,0.01,0.03,0.035,0.01526,0.01264,0.01063,0.00921,-0.2987,-0.27761,0.03964,0.12
1/29/2003 14:16,1/29/2003,1/29/2003,FOMC Rate Decision (Scheduled),0,0.0075,0.015,0.025,0.0075,0.03,0.04,0.055,0.05,0.04548,0.04702,0.02981,0.03872,0.15934,0.17467,-0.08307,-0.00999
3/18/2003 14:15,3/18/2003,3/18/2003,FOMC Rate Decision (Scheduled),0.01,0.0125,-0.005,-0.0075,0.02385,0.01,0,0.005,,-0.01519,-0.0125,-0.01744,-0.00896,-0.43291,-0.46485,0.04236,-0.05
5/6/2003 14:13,5/6/2003,5/6/2003,FOMC Rate Decision (Scheduled),0.0125,0.015,-0.025,-0.05,0.0155,-0.03,-0.08,-0.115,-0.15,-0.09818,-0.08047,-0.04842,-0.0286,0.12916,0.12818,0.25921,-0.005
6/25/2003 14:15,6/25/2003,6/25/2003,FOMC Rate Decision (Scheduled),0.025,0.1325,0.115,0.105,0.1325,0.115,0.11,0.13,,0.07214,0.05147,0.0333,0.0062,-0.20488,-0.18285,-0.22882,-0.18501
8/12/2003 14:15,8/12/2003,8/12/2003,FOMC Rate Decision (Scheduled),0.0025,0.0025,-0.0025,-0.005,0.00408,-0.01,-0.015,-0.045,-0.08,-0.04552,-0.05025,-0.03744,-0.02154,-0.07643,-0.051,0.16793,0
9/16/2003 14:19,9/16/2003,9/16/2003,FOMC Rate Decision (Scheduled),-0.0025,0,0.0025,-0.0025,-0.00536,0,-0.005,0.005,0,-0.01138,-0.01574,-0.0107,-0.00714,0.09982,0.10783,0.0358,-0.01
10/28/2003 14:15,10/28/2003,10/28/2003,FOMC Rate Decision (Scheduled),0,-0.0025,0,-0.005,-0.0025,-0.025,-0.08,-0.12,-0.125,-0.11775,-0.12256,-0.08687,-0.07016,-0.0135,-0.02896,0.3164,0.005
12/9/2003 14:15,12/9/2003,12/9/2003,FOMC Rate Decision (Scheduled),-0.0025,0,-0.005,0.005,-0.00352,-0.002,0,0.05,0.08,0.0726,0.10169,0.09313,0.09158,-0.11632,-0.12197,0.10624,0
1/28/2004 14:15,1/28/2004,1/28/2004,FOMC Rate Decision (Scheduled),0,0,0.0075,0.0075,0,0.025,0.11,0.185,0.24,0.20112,0.23199,0.15835,0.13003,-0.91791,-0.91989,-1.18208,-0.005
3/16/2004 14:15,3/16/2004,3/16/2004,FOMC Rate Decision (Scheduled),0,0,0,-0.0075,0,-0.025,-0.055,-0.085,-0.095,-0.07952,-0.08358,-0.06341,-0.04966,-0.05315,-0.03607,-0.08563,-0.015
5/4/2004 14:15,5/4/2004,5/4/2004,FOMC Rate Decision (Scheduled),-0.0075,-0.01,-0.0025,0.005,-0.00861,-0.005,0.005,0.01,0.015,0.00383,0.01927,0.01997,0.03601,0.36501,0.35826,0.0207,-0.00999
6/30/2004 14:15,6/30/2004,6/30/2004,FOMC Rate Decision (Scheduled),0,-0.0075,-0.02,-0.03,-0.0075,-0.035,-0.03,-0.03,-0.02,-0.00388,0.00325,0.01287,0.0145,0.26758,0.23771,0.07802,-0.005
8/10/2004 14:15,8/10/2004,8/10/2004,FOMC Rate Decision (Scheduled),0.01,0.015,0.035,0.0475,0.01476,0.035,0.045,0.05,0.05,0.04614,0.03508,0.01959,0.01147,-0.30232,-0.32681,-0.30121,
9/21/2004 14:15,9/21/2004,9/21/2004,FOMC Rate Decision (Scheduled),0,-0.005,-0.0025,0,0,-0.015,-0.015,-0.02,-0.03,-0.0154,-0.02857,-0.02821,-0.03346,0.0293,0.00888,0.39433,
11/10/2004 14:15,11/10/2004,11/10/2004,FOMC Rate Decision (Scheduled),0,0,0,-0.01,0,-0.01,-0.025,-0.04,-0.05,-0.03481,-0.03519,-0.02497,-0.02264,0.1175,0.14569,0.08149,
12/14/2004 14:15,12/14/2004,12/14/2004,FOMC Rate Decision (Scheduled),0,0,-0.005,-0.01,0,-0.01,-0.015,-0.02,-0.02,-0.01166,-0.00964,-0.01422,-0.01558,0.06497,-0.03324,0.13911,
2/2/2005 14:15,2/2/2005,2/2/2005,FOMC Rate Decision (Scheduled),-0.005,0,-0.005,-0.005,-0.00538,-0.005,-0.01,-0.02,-0.02,-0.0117,-0.01616,-0.01603,-0.01963,0.01929,0.01678,0.07288,
3/22/2005 14:15,3/22/2005,3/22/2005,FOMC Rate Decision (Scheduled),0,-0.005,0.005,0.015,0,0.03,0.075,0.09,0.105,0.0827,0.1158,0.09784,0.09441,-0.33953,-0.36112,-0.42911,
5/3/2005 14:15,5/3/2005,5/3/2005,FOMC Rate Decision (Scheduled),0,0,0.005,0.015,0,0.015,0.025,0.035,0.035,0.0314,0.02606,0.01257,0.00872,0.15831,0.38635,-0.12422,
6/30/2005 14:15,6/30/2005,6/30/2005,FOMC Rate Decision (Scheduled),0,0,0.01,0.02,0,0.04,0.06,0.055,0.06,0.04318,0.02596,0.0088,-0.00209,-0.41325,-0.44095,-0.08276,
8/9/2005 14:15,8/9/2005,8/9/2005,FOMC Rate Decision (Scheduled),0,0,-0.01,-0.01,0,-0.01,-0.0225,-0.025,-0.025,-0.01979,-0.02321,-0.01823,-0.01761,0.21427,0.20262,0.2104,
9/20/2005 14:15,9/20/2005,9/20/2005,FOMC Rate Decision (Scheduled),0.01,0.0325,0.04,0.0325,0.03,0.03,0.015,0.015,0.015,0.01579,0.00657,-0.00543,-0.03484,-0.15015,-0.12921,-0.23044,
11/1/2005 14:15,11/1/2005,11/1/2005,FOMC Rate Decision (Scheduled),0,-0.0025,0.0025,-0.0025,0,0,0.01,0.01,0.01,0.01193,0.00669,0.00371,-0.00226,0.2192,0.22367,-0.06249,
12/13/2005 14:15,12/13/2005,12/13/2005,FOMC Rate Decision (Scheduled),0,0,-0.005,-0.005,0,-0.0025,-0.025,-0.04,-0.045,-0.02785,-0.02676,-0.01856,-0.01129,0.52662,0.51047,0.24272,
1/31/2006 14:14,1/31/2006,1/31/2006,FOMC Rate Decision (Scheduled),0,0.005,0.005,0.02,0.005,0.03,0.03,0.03,0.04,0.03583,0.03683,0.03152,0.02459,-0.22803,-0.23364,-0.37037,
3/28/2006 14:15,3/28/2006,3/28/2006,FOMC Rate Decision (Scheduled),0,0.005,0.02,0.0275,0.005,0.03,0.045,0.055,0.06,0.04797,0.05076,0.03773,0.02996,-0.62108,-0.64888,-0.39037,
5/10/2006 14:15,5/10/2006,5/10/2006,FOMC Rate Decision (Scheduled),0,0.005,0.0275,0.035,0,0.04,0.05,0.065,0.06,0.05615,0.05123,0.03843,0.02892,-0.19309,-0.15852,-0.043,
6/29/2006 14:15,6/29/2006,6/29/2006,FOMC Rate Decision (Scheduled),0,-0.015,-0.02,-0.03,-0.015,-0.04,-0.05,-0.045,-0.04,-0.04029,-0.03786,-0.01552,-0.00487,0.54151,0.53603,0.81078,
8/8/2006 14:15,8/8/2006,8/8/2006,FOMC Rate Decision (Scheduled),-0.03,-0.04,-0.035,-0.04,-0.04043,-0.035,-0.035,-0.03,-0.03,-0.02805,-0.01696,-0.00569,0.00934,-0.2469,-0.24218,0.12067,
9/20/2006 14:15,9/20/2006,9/20/2006,FOMC Rate Decision (Scheduled),0,0,0,0,0,0.01,0.025,0.025,0.025,0.01998,0.02022,0.01124,0.00456,-0.26777,-0.28435,-0.10233,
10/25/2006 14:15,10/25/2006,10/25/2006,FOMC Rate Decision (Scheduled),0,-0.005,-0.005,-0.005,-0.005,-0.005,-0.01,-0.01,-0.015,-0.004,-0.01353,-0.01507,-0.01836,-0.07474,-0.07226,0.11912,
12/12/2006 14:15,12/12/2006,12/12/2006,FOMC Rate Decision (Scheduled),-0.0025,0,-0.005,-0.01,-0.00408,-0.005,-0.015,-0.05,-0.06,-0.04778,-0.04005,-0.02766,-0.02428,0.26109,0.18988,0.39603,
1/31/2007 14:15,1/31/2007,1/31/2007,FOMC Rate Decision (Scheduled),0,0,0,0,0,-0.005,-0.005,-0.01,-0.02,-0.00802,-0.00339,-0.01135,-0.01156,0.4816,0.48713,0.10754,
3/21/2007 14:15,3/21/2007,3/21/2007,FOMC Rate Decision (Scheduled),-0.0025,0,-0.0075,-0.015,-0.00775,-0.045,-0.095,-0.115,-0.12,-0.08357,-0.06675,-0.04624,-0.03808,0.81634,0.83145,0.47622,
5/9/2007 14:15,5/9/2007,5/9/2007,FOMC Rate Decision (Scheduled),0,0.005,0,0.01,0,0.01,0.03,0.055,0.06,0.03991,0.03689,0.02047,0.01587,-0.13457,-0.13214,-0.14401,
6/28/2007 14:15,6/28/2007,6/28/2007,FOMC Rate Decision (Scheduled),0.0025,0,0,0,0,0.005,0.005,0.02,0.0275,0.01603,0.01365,0.00768,0.00719,-0.27362,-0.27603,-0.03717,
8/7/2007 14:15,8/7/2007,8/7/2007,FOMC Rate Decision (Scheduled),0.005,0.005,0.01,0.0025,0.00646,0,-0.02,-0.035,-0.045,-0.03979,-0.02682,-0.01122,-0.0023,-1.07689,-1.00517,0.07997,
8/10/2007 9:15,8/10/2007,8/7/2007,FOMC statement: The Federal Reserve is providing liquidity to facilitate the orderly functioning of financial markets,0.0075,0.005,0.0025,-0.005,0.01107,0.01,-0.005,-0.005,-0.005,0.00398,-0.01006,-0.01122,-0.00931,-1.18487,-0.0208,-0.02559,
8/17/2007 8:15,8/17/2007,8/7/2007,"FOMC statement, Federal Reserve Board discount rate action",0.015,0.0275,0.035,-0.0225,0.03321,-0.055,-0.055,-0.0325,-0.03,-0.00792,0.01993,0.02961,0.04159,1.00788,2.37716,0.27814,
9/18/2007 14:15,9/18/2007,9/18/2007,FOMC Rate Decision (Scheduled),-0.085,-0.1825,-0.1525,-0.1575,-0.2125,-0.18,-0.19,-0.175,-0.16,-0.1184,-0.04959,-0.01831,0.02019,1.32029,1.33786,0.5028,
10/31/2007 14:15,10/31/2007,10/31/2007,FOMC Rate Decision (Scheduled),0,-0.025,0.0125,0.0225,-0.025,0.02,0.06,0.075,0.085,0.07081,0.06248,0.03457,0.03345,-0.41526,-0.43398,-0.00692,
12/11/2007 14:15,12/11/2007,12/11/2007,FOMC Rate Decision (Scheduled),0.025,0.045,0.0325,0.03,0.03875,0.1825,0.125,0.015,-0.0575,-0.13974,-0.11216,-0.07583,-0.05603,-1.76769,-1.74159,-0.19055,
1/22/2008 8:20,1/22/2008,12/11/2007,FOMC Rate Decision (Unscheduled),-0.135,-0.245,-0.1925,-0.1225,-0.465,-0.13,-0.105,-0.05,-0.0225,0.03813,0.05573,0.04386,0.06355,,1.51989,0.43676,
1/30/2008 14:15,1/30/2008,1/30/2008,FOMC Rate Decision (Scheduled),0,-0.1075,-0.105,-0.12,-0.1075,-0.14,-0.12,-0.1,-0.07,-0.03829,0,0.01027,0.01674,0.81482,0.80616,0.47532,
3/11/2008 8:30,3/11/2008,1/30/2008,FOMC statement: Federal Reserve and other central banks announce specific measures designed to address liquidity pressures in funding markets,0.04,0.045,0.065,0.07,0.062,0.03375,0.09,0.1,0.115,0.11776,0.12366,0.08617,0.06552,1.41888,1.78583,-0.60013,
3/18/2008 14:15,3/18/2008,3/18/2008,FOMC Rate Decision (Scheduled),0.04,0.115,0.085,0.0875,0.09538,0.0475,0.025,0.015,0.01,0,-0.01072,-0.01986,-0.02368,-0.94124,-0.95548,-0.1331,
4/30/2008 14:15,4/30/2008,4/30/2008,FOMC Rate Decision (Scheduled),-0.0025,-0.06,-0.065,-0.065,-0.06,-0.06,-0.085,-0.075,-0.055,-0.0192,-0.00316,-0.00173,0.00107,0.16293,0.12858,0.25671,
6/25/2008 14:15,6/25/2008,6/25/2008,FOMC Rate Decision (Scheduled),-0.005,-0.015,-0.035,-0.04,-0.015,-0.065,-0.05,-0.045,-0.075,-0.08147,-0.04516,-0.02486,-0.01435,0.03392,0.03764,0.3843,
8/5/2008 14:15,8/5/2008,8/5/2008,FOMC Rate Decision (Scheduled),-0.00375,-0.01,-0.0175,-0.03,-0.00447,-0.02,-0.035,-0.035,-0.045,-0.01538,-0.00475,0.00694,0.01298,0.13432,0.14928,-0.00323,
9/16/2008 14:15,9/16/2008,9/16/2008,FOMC Rate Decision (Scheduled),0.04875,0.1075,0.125,0.1125,0.10446,0.14,0.095,0.0725,0.07,0.09871,0.07242,0.03514,0.02406,-0.62947,-0.46189,-0.22644,
10/8/2008 7:00,10/8/2008,9/16/2008,FOMC Rate Decision (Unscheduled),-0.095,-0.025,-0.035,-0.0175,-0.12804,0.02,-0.015,-0.01,-0.0075,0.0416,0.04153,0.04576,0.05326,,,0.54191,
10/29/2008 14:17,10/29/2008,10/29/2008,FOMC Rate Decision (Scheduled),-0.0075,-0.0475,-0.0525,-0.0725,-0.0475,-0.0125,-0.05,-0.075,-0.095,-0.04158,-0.04175,-0.05038,-0.02042,-1.12724,-1.38521,-0.74099,
11/25/2008 8:15,11/25/2008,10/29/2008,"Federal Reserve announces it will initiate a program to purchase the direct obligations of housing-related government-sponsored enterprises and mortgage-backed securities backed by Fannie Mae, Freddie Mac, and Ginnie Mae. Federal Reserve announces the creation of the Term Asset-Backed Securities Loan Facility (TALF)",0.0025,-0.005,-0.005,-0.0025,-0.005,-0.0875,-0.125,-0.135,-0.1225,-0.015,-0.01785,-0.01639,-0.03843,1.64061,2.7155,0.73084,
12/16/2008 14:15,12/16/2008,12/16/2008,FOMC Rate Decision (Scheduled),-0.0675,-0.185,-0.165,-0.18,-0.1395,-0.25,-0.245,-0.245,-0.245,-0.12011,-0.16323,-0.12311,-0.03823,1.59331,1.57373,1.29383,
1/28/2009 14:15,1/28/2009,1/28/2009,FOMC Rate Decision (Scheduled),0,0,0.005,0,0,0,-0.01,-0.015,-0.02,-0.00748,0.01475,0.0111,0.01488,-0.1973,-0.23025,-0.86397,
3/18/2009 14:15,3/18/2009,3/18/2009,FOMC Rate Decision (Scheduled),-0.00125,-0.005,-0.005,-0.0125,-0.00298,-0.055,-0.075,-0.085,-0.08,-0.07502,-0.17585,-0.30127,-0.31931,1.80819,1.86326,2.06753,
4/29/2009 14:15,4/29/2009,4/29/2009,FOMC Rate Decision (Scheduled),0,-0.0025,0,0,-0.0025,0.005,0.01,0.025,0.04,0.02997,0.05842,0.06185,0.06569,0.62292,0.65715,-0.35316,
6/24/2009 14:15,6/24/2009,6/24/2009,FOMC Rate Decision (Scheduled),0,0.005,0.0075,0.005,0.005,0.01,0.035,0.05,0.07,0.04905,0.09091,0.08447,0.07444,-0.6802,-0.63907,-0.60562,
8/12/2009 14:15,8/12/2009,8/12/2009,FOMC Rate Decision (Scheduled),0,0,0,0,0,0,-0.015,-0.025,-0.02,-0.0113,0.01535,0.01544,0.02135,-0.26438,-0.29869,-0.5782,
9/23/2009 14:15,9/23/2009,9/23/2009,FOMC Rate Decision (Scheduled),0,-0.0075,-0.015,-0.015,-0.0075,-0.05,-0.1,-0.12,-0.13,-0.0902,-0.08374,-0.06104,-0.06233,0.52867,0.51336,0.31075,
11/4/2009 14:15,11/4/2009,11/4/2009,FOMC Rate Decision (Scheduled),-0.0025,-0.005,-0.0075,-0.0125,-0.00288,-0.01,-0.02,-0.03,-0.04,-0.0337,-0.00151,0.02021,0.03145,0.08621,0.095,0.0909,
12/16/2009 14:15,12/16/2009,12/16/2009,FOMC Rate Decision (Scheduled),-0.00875,-0.01,-0.005,-0.0025,-0.01808,-0.005,-0.005,0.01,0.02,0.0075,0.03035,0.02872,0.02739,-0.05211,-0.06766,-0.18239,
1/27/2010 14:15,1/27/2010,1/27/2010,FOMC Rate Decision (Scheduled),0,0,-0.005,0.005,0,-0.005,0.01,0.04,0.065,0.0561,0.0484,0.03198,0.01883,0.09656,0.09228,-0.24597,
3/16/2010 14:15,3/16/2010,3/16/2010,FOMC Rate Decision (Scheduled),-0.0025,-0.01,-0.01,-0.0075,-0.00517,-0.015,-0.035,-0.05,-0.055,-0.04128,-0.03955,-0.02706,-0.00843,0.19305,0.19561,0.16376,
4/28/2010 14:15,4/28/2010,4/28/2010,FOMC Rate Decision (Scheduled),0,0,-0.005,-0.005,0,-0.005,-0.0075,-0.01,-0.005,-0.00375,0.01068,0.00848,0.00845,0.16698,0.1683,0.23913,
6/23/2010 14:15,6/23/2010,6/23/2010,FOMC Rate Decision (Scheduled),0,0.005,0,-0.0025,0.005,0.005,0.005,0.005,0.005,-0.00745,-0.00597,-0.00489,-0.0039,0.34692,0.29796,0.39826,
8/10/2010 14:15,8/10/2010,8/10/2010,FOMC Rate Decision (Scheduled),0.0025,0.0025,0.0025,0.005,0.00369,-0.01,-0.02,-0.03,-0.035,-0.01115,-0.0452,-0.05672,-0.05006,0.68052,0.73842,0.76739,
9/21/2010 14:15,9/21/2010,9/21/2010,FOMC Rate Decision (Scheduled),0.0025,0.005,0,0,0.00833,0,-0.01,-0.01,-0.01,-0.01485,-0.0204,-0.01574,-0.00183,0.59361,0.59354,0.74324,
