Date,Unscheduled,fomc_latest,main,FF1,FF2,FF3,FF4,MP1,ED1,ED2,ED3,ED4,TFUT02,TFUT05,TFUT10,TFUT30,SP500,SP500FUT,EUR,FF4_MR,NFP_SURP,NFP_12M,SP500_3M,SLOPE_3M,BCOM_3M,TR_SKEW
12/17/1996,0,12/17/1996,1,0,0.01,0,-0.01,0,-0.01,0,0,,0.02398,0.00345,0.00794,0.00256,-0.06073,-0.16391,,-0.01,-57,2.3262,0.0577,-0.1737,0.0318,0.0928
2/5/1997,0,2/5/1997,1,-0.025,0,-0.01,0,-0.03043,-0.01,0,0.01,0.03,0.01278,0.01723,0.01587,0.02317,-0.30367,-0.35273,,0,87,2.3553,0.1125,-0.0452,0.0571,0.2813
3/25/1997,0,3/25/1997,1,0.0175,0.05,0.035,0.05,0.05,0.045,0.06,0.06,,0.07258,0.0526,0.04082,0.04016,-0.45395,-0.49969,,0.04,116,2.4468,0.078,-0.0371,0.0089,0.2871
5/20/1997,0,5/20/1997,1,-0.035,-0.09,-0.06,-0.09,-0.09864,-0.07,-0.055,-0.045,-0.045,-0.03699,-0.02096,-0.01217,0.00265,0.48372,0.41779,,-0.09,-56,2.5913,0.0261,-0.0138,0.0567,0.2002
7/2/1997,0,7/2/1997,1,-0.025,-0.015,-0.02,-0.02,-0.02672,-0.01,0,-0.005,0,-0.01283,-0.00693,-0.004,-0.00774,0.1788,0.19931,,-0.02,-87,2.5303,0.1629,-0.1752,-0.074,0.142
8/19/1997,0,8/19/1997,1,0,0,0.005,0,0,0,0,0.015,0.01,0.00798,0.01372,0.01184,0.01506,-0.37221,-0.48649,,0.01,118,2.5469,0.0805,-0.121,-0.0892,0.0573
9/30/1997,0,9/30/1997,1,-0.005,-0.01,0,-0.015,-0.01,-0.005,-0.01,0.005,,-0.00479,0.00342,0.00786,0.00743,-0.19196,-0.25975,,0,-31,2.3767,0.0759,-0.2284,0.0293,0.1042
11/12/1997,0,11/12/1997,1,-0.03,-0.03,-0.025,-0.02,-0.05,-0.03,-0.025,-0.03,-0.03,-0.01594,-0.02382,-0.01551,-0.01678,-0.3511,-0.49957,,0,74,2.6659,-0.0142,-0.2558,0.0061,0.0073
12/16/1997,0,12/16/1997,1,0,0,0,0,0,-0.005,-0.01,-0.005,,-0.00796,-0.00339,-0.00385,-0.00468,-0.08456,-0.17323,,-0.01,204,2.6766,0.0418,-0.55,-0.0399,-0.035
2/4/1998,0,2/4/1998,1,0.03,0.005,0.005,0.01,0.035,0.01,0.015,0.015,0.025,0.01266,0.01,0.00757,0.0023,-0.19164,-0.30652,,0,170,2.7727,0.0903,-0.1956,-0.0846,-0.0704
3/31/1998,0,3/31/1998,1,-0.005,-0.005,-0.01,-0.005,-0.005,0,-0.005,0.005,,0,0,0.00384,0.00467,-0.13567,-0.05374,,0,60,2.7104,0.1523,0.1287,-0.0243,0.0555
5/19/1998,0,5/19/1998,1,-0.015,-0.03,-0.02,-0.02,-0.03875,-0.03,-0.01,-0.01,-0.01,-0.0159,-0.01012,-0.00383,0,-0.12953,-0.24192,0.22619,-0.01,-8,2.5521,0.0767,-0.0558,-0.065,0.1501
7/1/1998,0,7/1/1998,1,0.01,-0.02,-0.035,0.00999,0.01033,0.005,0,0.005,0.005,0.00476,0.00334,0,0,0.02716,0.08682,-0.21109,0.00999,71,2.6532,0.0345,-0.1373,-0.0599,-0.0596
8/18/1998,0,8/18/1998,1,0.005,-0.005,0.01,0.02,0.01192,0,0,0,0,-0.00476,0,0,0,0.04839,0.15457,0,0.01,11,2.4845,-0.0306,-0.1487,-0.0844,-0.0318
9/29/1998,0,9/29/1998,1,-0.0025,0.06,0.06,0.07,0.06,0.05,0.01,0.015,,0.0078,0.0032,-0.00353,-0.01051,-0.6975,-1.01389,0.08927,0.07,15,2.7682,-0.074,0.0371,-0.0299,-0.3694
10/15/1998,1,9/29/1998,1,-0.085,-0.185,-0.14,-0.15,-0.16469,-0.235,-0.27,-0.275,-0.275,-0.217,-0.18722,-0.11969,-0.05084,2.09497,2.12158,0,-0.25,-131,2.5313,-0.1579,0.3174,-0.0149,-0.2862
11/17/1998,0,11/17/1998,1,-0.03,-0.03,-0.05,-0.04,-0.06923,-0.035,-0.03,0.005,0,0.02657,-0.00323,-0.00359,-0.00432,0.63962,0.59618,0.10168,0,-59,2.4133,0.0665,0.2009,0.0016,-0.0053
12/22/1998,0,12/22/1998,1,-0.01,0,0,0.01,-0.03444,0.01,-0.01,-0.01,,0,0.00322,0.00357,-0.00644,-0.1237,-0.13973,0.00426,0,97,2.3822,0.1648,0.1502,-0.1066,-0.1152
2/3/1999,0,2/3/1999,1,0.005,-0.02,0.01,0.01,0.0056,-0.005,0.01,0.01,0.005,0.01567,0.013,0.01447,0.01535,0.17015,0.19604,0.00884,0,178,2.4169,0.1668,-0.18,-0.0866,-0.0983
3/30/1999,0,3/30/1999,1,0,-0.005,-0.01,-0.02,-0.005,-0.02,-0.02,-0.025,,-0.03939,-0.01314,-0.00747,-0.00465,-0.16838,-0.17466,0.00933,-0.02,25,2.4494,0.0849,0.4324,0.0835,0.1812
5/18/1999,0,5/18/1999,1,-0.01,-0.015,0.03,0.04,-0.02385,0.015,0.11,0.145,0.155,0.10771,0.11032,0.08806,0.07223,-1.38561,-1.45661,0.10758,0.04,9,2.4801,0.0659,0.4327,0.0953,0.0423
6/30/1999,0,6/30/1999,1,-0.005,-0.05,-0.06,-0.07,-0.05,-0.08,-0.1,-0.1,,-0.09249,-0.11855,-0.06651,-0.0445,1.60132,1.72134,0.34882,-0.07,-209,2.328,0.0521,0.1831,0.0195,0.2943
8/24/1999,0,8/24/1999,1,0.015,0.0425,0.01,0.025,0.0425,0.02,0,0,-0.02,0,-0.01685,-0.0117,-0.00741,0.59237,0.60613,-0.30949,0.015,110,2.5147,0.0159,0.0064,0.1224,0.092
10/5/1999,0,10/5/1999,1,-0.04,-0.025,0,0.04,-0.04769,0.035,0.07,0.095,0.1,0.07665,0.08506,0.05934,0.0561,-0.81193,-0.87072,0.3223,0.04,-91,2.36,-0.0569,0.0936,0.1164,0.1671
11/16/1999,0,11/16/1999,1,0.035,0.085,0.085,0.055,0.075,0.05,0.075,0.07,0.06,0.07984,0.05086,0.03523,0.03234,-0.32364,-0.35336,0.09698,0.06001,12,2.5117,0.049,-0.3746,0.0665,0.0717
12/21/1999,0,12/21/1999,1,0.005,-0.01,0,-0.005,0.0155,0.01,0.05,0.04,,0.0416,0.03362,0.03824,0.05073,0.48527,0.44944,0.02478,-0.005,24,2.5163,0.0601,-0.2223,0.0403,0.2893
2/2/2000,0,2/2/2000,1,-0.055,-0.04,-0.015,0.01,-0.05907,-0.02,-0.005,0,0.015,0.03642,0.04045,0.03456,0.00288,-0.3357,-0.31707,0.05623,0.005,90,2.4639,0.0486,-0.5055,0.0961,0.1556
3/21/2000,0,3/21/2000,1,-0.01,-0.025,0,-0.01,-0.031,-0.005,-0.005,0.005,,0.01156,0.01455,-0.00422,-0.01102,-0.03942,0.10062,0.07769,-0.00999,-180,2.3161,0.0302,-0.5844,0.0548,0.0141
5/16/2000,0,5/16/2000,1,0.02,0.05,0.05,0.055,0.04133,0.06,0.055,0.05,0.045,0.0498,0.05149,0.02574,0.00283,-0.64349,-0.68027,0.11041,0.07,20,2.5247,0.0248,-0.5755,0.0427,0.166
6/28/2000,0,6/28/2000,1,0,-0.02,-0.02,-0.015,-0.02,-0.025,-0.03,-0.035,,-0.04125,-0.02169,-0.01046,-0.00827,0.26977,0.26972,0.11646,-0.01501,-129,2.5266,-0.0517,-0.1334,0.0671,0.2425
8/22/2000,0,8/22/2000,1,0.005,-0.005,0,0.11,0.01722,0,0.015,0.02,0.02,0.00328,0.01072,0.00819,0.01051,-0.15955,-0.17883,0.06682,0.005,-182,2.1442,0.0424,-0.3429,0.0126,0.1516
10/3/2000,0,10/3/2000,1,0,0,0.0075,0.02,0,0.02,0.035,0.045,0.05,0.04082,0.04247,0.03059,0.01081,-0.22039,-0.27211,-0.25147,0.025,-70,2.0337,-0.0043,0.1041,0.0322,0.1141
11/15/2000,0,11/15/2000,1,-0.005,0,0.005,0.0025,-0.01,0,0.01,0.01,0,0,-0.01409,-0.01207,-0.02352,-0.6872,-0.78769,-0.11673,0,-46,1.6555,-0.0756,0.1119,0.0729,0.083
12/19/2000,0,12/19/2000,1,0.025,0.04,0.015,0.005,0.06458,0.03,0.02,0.01,,0.01611,0.01721,0.01551,0.02231,-0.56081,-0.58845,0.1122,-0.005,-54,1.5862,-0.1027,-0.142,-0.0032,-0.0889
1/3/2001,1,12/19/2000,1,-0.35,-0.185,-0.155,-0.17,-0.3875,-0.12,-0.135,-0.09,-0.06,0.024,0.07157,0.07263,0.08062,4.51038,4.55309,-0.42445,-0.15,-54,1.5862,-0.1279,0.0156,0.0084,-0.2141
1/31/2001,0,1/31/2001,0,0,0.03,0.03,0.01,0.03,0.03,-0.005,-0.03,-0.045,0.00798,0.00682,0.0077,0.00499,-0.51737,-0.43447,0.20371,0.03001,-10,1.4702,0.0064,0.85,0.0648,-0.148
3/20/2001,0,3/20/2001,1,0.02,0.025,-0.005,-0.07,0.05636,-0.04,-0.065,-0.08,,-0.05551,-0.03354,-0.01893,-0.01209,-0.60045,-0.59072,0,-0.075,60,1.2626,-0.158,0.9985,-0.058,-0.2049
4/18/2001,1,3/20/2001,1,-0.185,0.505,-0.445,-0.44,-0.4625,-0.35,-0.305,-0.325,-0.24,-0.15427,-0.12903,-0.04274,-0.00773,2.32456,2.41875,0.99972,-0.37,-149,0.8678,-0.1073,0.7248,-0.0406,-0.297
5/15/2001,0,5/15/2001,1,-0.05,-0.085,-0.12,-0.12,-0.09687,-0.1,-0.135,-0.13,-0.15,-0.08732,-0.06154,-0.02751,0.01324,0.37291,0.45467,-0.13657,-0.14,-258,0.4328,-0.0648,1.1104,-0.0345,-0.0058
6/27/2001,0,6/27/2001,1,0.015,0.1,0.085,0.075,0.1,0.07,0.07,0.075,,0.06336,0.02724,0.00971,0.00256,-0.52379,-0.45091,-0.08123,0.075,6,0.2306,0.0653,0.9239,-0.0516,-0.0847
8/21/2001,0,8/21/2001,1,0.015,0.0125,-0.02,0.015,0.0465,-0.01,-0.045,-0.045,-0.04,-0.02359,-0.0134,0,0,-0.6934,-0.73012,0.69416,-0.02,8,-0.0416,-0.0953,0.0462,-0.0704,-0.0308
9/17/2001,1,8/21/2001,1,,,,,,,,,,,,,,,,,-0.045,-68,-0.1567,-0.156,0.5609,-0.0129,-0.1362
10/2/2001,0,10/2/2001,1,-0.03,-0.045,-0.045,-0.04,-0.03207,-0.06,-0.06,-0.06,-0.07,-0.03873,-0.02284,0.00184,0.01205,-0.35196,-0.33565,0.15812,-0.04,-68,-0.1567,-0.1654,0.6437,-0.0665,-0.1225
11/6/2001,0,11/6/2001,1,-0.11,-0.135,-0.135,-0.145,-0.1375,-0.16,-0.15,-0.16,-0.17,-0.09222,-0.06753,-0.03594,0.00459,0.6426,0.60846,-0.06681,-0.14,-140,-0.6823,-0.0882,0.7663,-0.1221,-0.1153
12/11/2001,0,12/11/2001,1,-0.005,0,-0.03,-0.035,-0.00775,-0.01,-0.06,-0.1,-0.1,-0.07028,-0.0603,-0.03848,-0.0207,0.26526,0.32276,0.08417,-0.03,-131,-1.0709,0.0056,1.497,-0.1117,-0.0448
1/30/2002,0,1/30/2002,1,0,0.0175,0.02,0.025,0.0175,0.02,0.03,0.03,0.03,0.00777,-0.00332,-0.00759,-0.01006,-0.03735,-0.02733,-0.04636,0.02,46,-1.3151,0.0141,0.4921,-0.0038,0.0799
3/19/2002,0,3/19/2002,1,-0.0125,-0.02,-0.035,-0.04,-0.03229,-0.05,-0.08,-0.08,,-0.0505,-0.05441,-0.03928,-0.02378,-0.33914,-0.38345,0.06804,-0.045,66,-1.5589,0.025,-0.4401,0.1362,0.0967
5/7/2002,0,5/7/2002,1,0.005,0.0075,0,-0.02,0.00646,-0.02,-0.03,-0.04,-0.06,-0.02801,-0.01995,-0.01526,-0.01521,-0.29932,-0.31254,0.12575,-0.02,-10,-1.3981,-0.0711,-0.0041,0.1151,0.1683
6/26/2002,0,6/26/2002,1,-0.0025,0.005,0.005,0,0.005,0.02,0.01,0.01,,0,0.00982,0.0093,0.00248,-0.48238,-0.52165,0.16194,-0.01,-24,-1.3527,-0.1628,0.0634,0.0229,0.145
8/13/2002,0,8/13/2002,1,0.02,0.025,-0.015,-0.04,0.03444,-0.02,-0.07,-0.16,-0.2,-0.09914,-0.06299,-0.05655,-0.03937,-0.60374,-0.6289,0.10194,-0.04,-49,-1.2087,-0.1716,-0.1693,0.0119,-0.0863
9/24/2002,0,9/24/2002,1,0.0125,0.02,0.005,-0.005,0.02,0,-0.02,-0.03,,-0.01521,-0.02473,-0.01721,-0.00438,-1.01173,-1.00711,0.17331,-0.005,9,-1.0944,-0.1882,-0.6156,0.09,0.0422
11/6/2002,0,11/6/2002,1,-0.165,-0.135,-0.1075,-0.075,-0.20625,-0.08,-0.06,-0.06,-0.07,-0.04552,-0.06226,-0.03672,-0.03229,-0.53662,-0.52695,0.47525,-0.085,-5,-0.6342,0.0924,-0.1408,0.0819,0.259
12/10/2002,0,12/10/2002,1,0,0,0.0075,0.005,0,0,0.01,0.03,0.035,0.01526,0.01264,0.01063,0.00921,-0.2987,-0.27761,0.03964,0.01,-65,-0.4004,-0.0022,0.3279,0.0083,0.2501
1/29/2003,0,1/29/2003,1,0,0.0075,0.015,0.025,0.0075,0.03,0.04,0.055,0.05,0.04548,0.04702,0.02981,0.03872,0.15934,0.17467,-0.08307,0.03,-121,-0.394,-0.0429,0.1958,0.1135,0.3581
3/18/2003,0,3/18/2003,1,0.01,0.0125,-0.005,-0.0075,0.02385,0.01,0,0.005,,-0.01519,-0.0125,-0.01744,-0.00896,-0.43291,-0.46485,0.04236,-0.02,-328,-0.2213,-0.0472,-0.1379,0.0374,0.2112
5/6/2003,0,5/6/2003,1,0.0125,0.015,-0.025,-0.05,0.0155,-0.03,-0.08,-0.115,-0.15,-0.09818,-0.08047,-0.04842,-0.0286,0.12916,0.12818,0.25921,-0.04,2,-0.3374,0.0926,-0.0631,-0.0669,0.4132
6/25/2003,0,6/25/2003,1,0.025,0.1325,0.115,0.105,0.1325,0.115,0.11,0.13,,0.07214,0.05147,0.0333,0.0062,-0.20488,-0.18285,-0.22882,0.105,8,-0.3343,0.0934,-0.5072,0.0205,0.1779
8/12/2003,0,8/12/2003,1,0.0025,0.0025,-0.0025,-0.005,0.00408,-0.01,-0.015,-0.045,-0.08,-0.04552,-0.05025,-0.03744,-0.02154,-0.07643,-0.051,0.16793,0,-54,-0.3076,0.0635,0.6388,-0.0055,0.3886
9/16/2003,0,9/16/2003,1,-0.0025,0,0.0025,-0.0025,-0.00536,0,-0.005,0.005,0,-0.01138,-0.01574,-0.0107,-0.00714,0.09982,0.10783,0.0358,0,-108,-0.3329,0.0162,1.0435,0.017,0.4123
10/28/2003,0,10/28/2003,1,0,-0.0025,0,-0.005,-0.0025,-0.025,-0.08,-0.12,-0.125,-0.11775,-0.12256,-0.08687,-0.07016,-0.0135,-0.02896,0.3164,-0.01,77,-0.1887,0.032,-0.1568,0.0932,0.4962
12/9/2003,0,12/9/2003,1,-0.0025,0,-0.005,0.005,-0.00352,-0.002,0,0.05,0.08,0.0726,0.10169,0.09313,0.09158,-0.11632,-0.12197,0.10624,0.005,-90,-0.1034,0.0458,-0.4422,0.1343,0.3127
1/28/2004,0,1/28/2004,1,0,0,0.0075,0.0075,0,0.025,0.11,0.185,0.24,0.20112,0.23199,0.15835,0.13003,-0.91791,-0.91989,-1.18208,0.005,-147,0.0958,0.1047,-0.2009,0.1006,0.3732
3/16/2004,0,3/16/2004,1,0,0,0,-0.0075,0,-0.025,-0.055,-0.085,-0.095,-0.07952,-0.08358,-0.06341,-0.04966,-0.05315,-0.03607,-0.08563,-0.005,-104,0.2901,0.0409,-0.4018,0.0873,0.5725
5/4/2004,0,5/4/2004,1,-0.0075,-0.01,-0.0025,0.005,-0.00861,-0.005,0.005,0.01,0.015,0.00383,0.01927,0.01997,0.03601,0.36501,0.35826,0.0207,-0.005,208,0.694,-0.0148,-0.037,0.0859,0.5362
6/30/2004,0,6/30/2004,1,0,-0.0075,-0.02,-0.03,-0.0075,-0.035,-0.03,-0.03,-0.02,-0.00388,0.00325,0.01287,0.0145,0.26758,0.23771,0.07802,-0.01,28,1.1432,0.0241,-0.1179,-0.0557,0.2354
8/10/2004,0,8/10/2004,1,0.01,0.015,0.035,0.0475,0.01476,0.035,0.045,0.05,0.05,0.04614,0.03508,0.01959,0.01147,-0.30232,-0.32681,-0.30121,0.03999,-193,1.2716,-0.0515,-0.6782,-0.0324,0.2273
9/21/2004,0,9/21/2004,1,0,-0.005,-0.0025,0,0,-0.015,-0.015,-0.02,-0.03,-0.0154,-0.02857,-0.02821,-0.03346,0.0293,0.00888,0.39433,-0.01,-6,1.3606,-0.0087,-0.598,0.0101,0.0504
11/10/2004,0,11/10/2004,1,0,0,0,-0.01,0,-0.01,-0.025,-0.04,-0.05,-0.03481,-0.03519,-0.02497,-0.02264,0.1175,0.14569,0.08149,-0.00999,157,1.5186,0.0887,-0.5815,0.0666,0.2308
12/14/2004,0,12/14/2004,1,0,0,-0.005,-0.01,0,-0.01,-0.015,-0.02,-0.02,-0.01166,-0.00964,-0.01422,-0.01558,0.06497,-0.03324,0.13911,-0.005,-87,1.5415,0.0644,-0.7018,0.035,0.2797
2/2/2005,0,2/2/2005,1,-0.005,0,-0.005,-0.005,-0.00538,-0.005,-0.01,-0.02,-0.02,-0.0117,-0.01616,-0.01603,-0.01963,0.01929,0.01678,0.07288,0,-18,1.5493,0.0535,-0.7645,-0.0329,0.3828
3/22/2005,0,3/22/2005,1,0,-0.005,0.005,0.015,0,0.03,0.075,0.09,0.105,0.0827,0.1158,0.09784,0.09441,-0.33953,-0.36112,-0.42911,0.01,43,1.676,-0.0184,-0.2763,0.102,0.3907
5/3/2005,0,5/3/2005,1,0,0,0.005,0.015,0,0.015,0.025,0.035,0.035,0.0314,0.02606,0.01257,0.00872,0.15831,0.38635,-0.12422,0.01,-115,1.5249,-0.0106,-0.4737,0.0713,0.3198
6/30/2005,0,6/30/2005,1,0,0,0.01,0.02,0,0.04,0.06,0.055,0.06,0.04318,0.02596,0.0088,-0.00209,-0.41325,-0.44095,-0.08276,0.015,-97,1.5028,0.0292,-0.6803,-0.0028,0.179
8/9/2005,0,8/9/2005,1,0,0,-0.01,-0.01,0,-0.01,-0.0225,-0.025,-0.025,-0.01979,-0.02321,-0.01823,-0.01761,0.21427,0.20262,0.2104,-0.01,27,1.8389,0.0422,-0.4154,0.086,0.2122
9/20/2005,0,9/20/2005,1,0.01,0.0325,0.04,0.0325,0.03,0.03,0.015,0.015,0.015,0.01579,0.00657,-0.00543,-0.03484,-0.15015,-0.12921,-0.23044,0.03,-21,1.921,0.0164,-0.0988,0.0927,0.1415
11/1/2005,0,11/1/2005,1,0,-0.0025,0.0025,-0.0025,0,0,0.01,0.01,0.01,0.01193,0.00669,0.00371,-0.00226,0.2192,0.22367,-0.06249,0,108,1.852,-0.0223,-0.0457,0.0693,0.1846
12/13/2005,0,12/13/2005,1,0,0,-0.005,-0.005,0,-0.0025,-0.025,-0.04,-0.045,-0.02785,-0.02676,-0.01856,-0.01129,0.52662,0.51047,0.24272,-0.005,6,1.8632,0.0151,-0.1342,0.0957,0.318
1/31/2006,0,1/31/2006,1,0,0.005,0.005,0.02,0.005,0.03,0.03,0.03,0.04,0.03583,0.03683,0.03152,0.02459,-0.22803,-0.23364,-0.37037,0.025,-92,1.8873,0.0715,-0.2175,0.0669,0.2257
3/28/2006,0,3/28/2006,1,0,0.005,0.02,0.0275,0.005,0.03,0.045,0.055,0.06,0.04797,0.05076,0.03773,0.02996,-0.62108,-0.64888,-0.39037,0.03,43,2.0085,0.0328,-0.0829,-0.0166,0.2572
5/10/2006,0,5/10/2006,1,0,0.005,0.0275,0.035,0,0.04,0.05,0.065,0.06,0.05615,0.05123,0.03843,0.02892,-0.19309,-0.15852,-0.043,0.035,-62,1.9984,0.0472,0.3033,0.1311,0.1461
6/29/2006,0,6/29/2006,1,0,-0.015,-0.02,-0.03,-0.015,-0.04,-0.05,-0.045,-0.04,-0.04029,-0.03786,-0.01552,-0.00487,0.54151,0.53603,0.81078,-0.025,-105,1.8968,-0.0437,0.0096,0.0699,0.0993
8/8/2006,0,8/8/2006,1,-0.03,-0.04,-0.035,-0.04,-0.04043,-0.035,-0.035,-0.03,-0.03,-0.02805,-0.01696,-0.00569,0.00934,-0.2469,-0.24218,0.12067,-0.035,-33,1.6432,-0.0282,-0.3486,0.0191,0.0834
9/20/2006,0,9/20/2006,1,0,0,0,0,0,0.01,0.025,0.025,0.025,0.01998,0.02022,0.01124,0.00456,-0.26777,-0.28435,-0.10233,0,3,1.6174,0.0515,-0.123,-0.0258,-0.0306
10/25/2006,0,10/25/2006,1,0,-0.005,-0.005,-0.005,-0.005,-0.005,-0.01,-0.01,-0.015,-0.004,-0.01353,-0.01507,-0.01836,-0.07474,-0.07226,0.11912,-0.005,-74,1.6752,0.0883,-0.076,0.0352,-0.0427
12/12/2006,0,12/12/2006,1,-0.0025,0,-0.005,-0.01,-0.00408,-0.005,-0.015,-0.05,-0.06,-0.04778,-0.04005,-0.02766,-0.02428,0.26109,0.18988,0.39603,-0.005,22,1.5195,0.0842,-0.1942,0.0896,-0.1426
1/31/2007,0,1/31/2007,1,0,0,0,0,0,-0.005,-0.005,-0.01,-0.02,-0.00802,-0.00339,-0.01135,-0.01156,0.4816,0.48713,0.10754,-0.005,52,1.5352,0.0367,0.0374,0.0085,-0.0421
3/21/2007,0,3/21/2007,1,-0.0025,0,-0.0075,-0.015,-0.00775,-0.045,-0.095,-0.115,-0.12,-0.08357,-0.06675,-0.04624,-0.03808,0.81634,0.83145,0.47622,-0.01501,-3,1.3349,-0.0004,0.0426,0.0117,-0.4436
5/9/2007,0,5/9/2007,1,0,0.005,0,0.01,0,0.01,0.03,0.055,0.06,0.03991,0.03689,0.02047,0.01587,-0.13457,-0.13214,-0.14401,0.005,-18,1.191,0.0401,-0.0474,0.0762,-0.075
6/28/2007,0,6/28/2007,1,0.0025,0,0,0,0,0.005,0.005,0.02,0.0275,0.01603,0.01365,0.00768,0.00719,-0.27362,-0.27603,-0.03717,0,17,1.2734,0.0468,0.3262,0.0262,0.5667
8/7/2007,0,8/7/2007,0,0.005,0.005,0.01,0.0025,0.00646,0,-0.02,-0.035,-0.045,-0.03979,-0.02682,-0.01122,-0.0023,-1.07689,-1.00517,0.07997,0,-38,1.1072,-0.0234,0.412,-0.0119,-0.192
8/10/2007,1,8/7/2007,0,0.0075,0.005,0.0025,-0.005,0.01107,0.01,-0.005,-0.005,-0.005,0.00398,-0.01006,-0.01122,-0.00931,-1.18487,-0.0208,-0.02559,0.015,-38,1.1072,-0.0369,0.519,0.0077,-0.3049
8/17/2007,1,8/7/2007,1,0.015,0.0275,0.035,-0.0225,0.03321,-0.055,-0.055,-0.0325,-0.03,-0.00792,0.01993,0.02961,0.04159,1.00788,2.37716,0.27814,-0.04,-38,1.1072,-0.0618,0.7095,-0.0283,-0.4629
9/18/2007,0,9/18/2007,1,-0.085,-0.1825,-0.1525,-0.1575,-0.2125,-0.18,-0.19,-0.175,-0.16,-0.1184,-0.04959,-0.01831,0.02019,1.32029,1.33786,0.5028,-0.17,-117,0.9676,-0.0309,0.114,0.0196,-0.7005
10/31/2007,0,10/31/2007,1,0,-0.025,0.0125,0.0225,-0.025,0.02,0.06,0.075,0.085,0.07081,0.06248,0.03457,0.03345,-0.41526,-0.43398,-0.00692,0.03,0,0.9297,0.038,0.3812,0.0919,-0.2769
12/11/2007,0,12/11/2007,1,0.025,0.045,0.0325,0.03,0.03875,0.1825,0.125,0.015,-0.0575,-0.13974,-0.11216,-0.07583,-0.05603,-1.76769,-1.74159,-0.19055,0.03,29,0.8883,0.042,0.7197,0.0928,-0.7431
1/22/2008,1,12/11/2007,1,-0.135,-0.245,-0.1925,-0.1225,-0.465,-0.13,-0.105,-0.05,-0.0225,0.03813,0.05573,0.04386,0.06355,,1.51989,0.43676,-0.125,-48,0.8308,-0.1493,0.8739,0.0843,-0.505
1/30/2008,0,1/30/2008,0,0,-0.1075,-0.105,-0.12,-0.1075,-0.14,-0.12,-0.1,-0.07,-0.03829,0,0.01027,0.01674,0.81482,0.80616,0.47532,-0.13,-48,0.8308,-0.1068,1.0176,0.0822,-0.4346
3/11/2008,1,1/30/2008,0,0.04,0.045,0.065,0.07,0.062,0.03375,0.09,0.1,0.115,0.11776,0.12366,0.08617,0.06552,1.41888,1.78583,-0.60013,0.115,-93,0.5582,-0.1387,1.1927,0.2128,-0.0525
3/18/2008,0,3/18/2008,1,0.04,0.115,0.085,0.0875,0.09538,0.0475,0.025,0.015,0.01,0,-0.01072,-0.01986,-0.02368,-0.94124,-0.95548,-0.1331,0.075,-93,0.5582,-0.1463,1.0694,0.1607,-0.1046
4/30/2008,0,4/30/2008,1,-0.0025,-0.06,-0.065,-0.065,-0.06,-0.06,-0.085,-0.075,-0.055,-0.0192,-0.00316,-0.00173,0.00107,0.16293,0.12858,0.25671,-0.075,-30,0.3434,0.0443,0.4216,0.117,-0.1013
6/25/2008,0,6/25/2008,1,-0.005,-0.015,-0.035,-0.04,-0.015,-0.065,-0.05,-0.045,-0.075,-0.08147,-0.04516,-0.02486,-0.01435,0.03392,0.03764,0.3843,0.015,1,-0.1059,-0.0267,-0.2921,0.1409,-0.032
8/5/2008,0,8/5/2008,1,-0.00375,-0.01,-0.0175,-0.03,-0.00447,-0.02,-0.035,-0.035,-0.045,-0.01538,-0.00475,0.00694,0.01298,0.13432,0.14928,-0.00323,-0.03,14,-0.3992,-0.1208,-0.0286,-0.051,0.1285
9/16/2008,0,9/16/2008,1,0.04875,0.1075,0.125,0.1125,0.10446,0.14,0.095,0.0725,0.07,0.09871,0.07242,0.03514,0.02406,-0.62947,-0.46189,-0.22644,0.12,-11,-0.5872,-0.1164,0.2612,-0.2595,0.0242
10/8/2008,1,9/16/2008,1,-0.095,-0.025,-0.035,-0.0175,-0.12804,0.02,-0.015,-0.01,-0.0075,0.0416,0.04153,0.04576,0.05326,,,0.54191,-0.00999,-59,-0.978,-0.2288,0.7033,-0.3734,-0.1199
10/29/2008,0,10/29/2008,0,-0.0075,-0.0475,-0.0525,-0.0725,-0.0475,-0.0125,-0.05,-0.075,-0.095,-0.04158,-0.04175,-0.05038,-0.02042,-1.12724,-1.38521,-0.74099,-0.05,-59,-0.978,-0.2719,1.3331,-0.4281,-0.1737
11/25/2008,1,10/29/2008,1,0.0025,-0.005,-0.005,-0.0025,-0.005,-0.0875,-0.125,-0.135,-0.1225,-0.015,-0.01785,-0.01639,-0.03843,1.64061,2.7155,0.73084,-0.005,,,,,,
12/1/2008,1,10/29/2008,0,,,,0,,,,,,,,,,,,,0.005,,,,,,
12/16/2008,0,12/16/2008,1,-0.0675,-0.185,-0.165,-0.18,-0.1395,-0.25,-0.245,-0.245,-0.245,-0.12011,-0.16323,-0.12311,-0.03823,1.59331,1.57373,1.29383,-0.18501,-238,-2.0049,-0.3654,0.9058,-0.3787,-0.0821
1/28/2009,0,1/28/2009,1,0,0,0.005,0,0,0,-0.01,-0.015,-0.02,-0.00748,0.01475,0.0111,0.01488,-0.1973,-0.23025,-0.86397,0,-44,-2.5971,-0.0586,-0.4817,-0.1134,0.4013
3/18/2009,0,3/18/2009,1,-0.00125,-0.005,-0.005,-0.0125,-0.00298,-0.055,-0.075,-0.085,-0.08,-0.07502,-0.17585,-0.30127,-0.31931,1.80819,1.86326,2.06753,-0.01,-21,-3.6906,-0.1447,-0.0804,0.0038,0.3579
