Date,Unscheduled,fomc_latest,main,FF1,FF2,FF3,FF4,MP1,ED1,ED2,ED3,ED4,TFUT02,TFUT05,TFUT10,TFUT30,SP500,SP500FUT,EUR,FF4_MR,NFP_SURP,NFP_12M,SP500_3M,SLOPE_3M,BCOM_3M,TR_SKEW
4/29/2009,0,4/29/2009,1,0,-0.0025,0,0,-0.0025,0.005,0.01,0.025,0.04,0.02997,0.05842,0.06185,0.06569,0.62292,0.65715,-0.35316,0.005,-13,-4.257,0.0275,0.0227,0.0519,0.5714
6/24/2009,0,6/24/2009,1,0,0.005,0.0075,0.005,0.005,0.01,0.035,0.05,0.07,0.04905,0.09091,0.08447,0.07444,-0.6802,-0.63907,-0.60562,0,155,-4.7366,0.1524,1.2277,0.1207,0.1564
8/12/2009,0,8/12/2009,1,0,0,0,0,0,0,-0.015,-0.025,-0.02,-0.0113,0.01535,0.01544,0.02135,-0.26438,-0.29869,-0.5782,-0.005,83,-5.096,0.0677,0.3963,0.0843,0.2262
9/23/2009,0,9/23/2009,1,0,-0.0075,-0.015,-0.015,-0.0075,-0.05,-0.1,-0.12,-0.13,-0.0902,-0.08374,-0.06104,-0.06233,0.52867,0.51336,0.31075,-0.015,9,-5.0285,0.1513,-0.2802,0.0693,0.2874
11/4/2009,0,11/4/2009,1,-0.0025,-0.005,-0.0075,-0.0125,-0.00288,-0.01,-0.02,-0.03,-0.04,-0.0337,-0.00151,0.02021,0.03145,0.08621,0.095,0.0909,-0.00999,-90,-4.8834,0.0418,0.0682,0.0779,0.6014
12/16/2009,0,12/16/2009,1,-0.00875,-0.01,-0.005,-0.0025,-0.01808,-0.005,-0.005,0.01,0.02,0.0075,0.03035,0.02872,0.02739,-0.05211,-0.06766,-0.18239,-0.005,103,-4.1323,0.0543,0.2014,0.1088,0.5861
1/27/2010,0,1/27/2010,1,0,0,-0.005,0.005,0,-0.005,0.01,0.04,0.065,0.0561,0.0484,0.03198,0.01883,0.09656,0.09228,-0.24597,,-85,-3.8099,0.0099,0.3811,0.0141,0.3901
3/16/2010,0,3/16/2010,1,-0.0025,-0.01,-0.01,-0.0075,-0.00517,-0.015,-0.035,-0.05,-0.055,-0.04128,-0.03955,-0.02706,-0.00843,0.19305,0.19561,0.16376,,14,-2.7468,0.0522,0.1101,-0.0084,0.3193
4/28/2010,0,4/28/2010,1,0,0,-0.005,-0.005,0,-0.005,-0.0075,-0.01,-0.005,-0.00375,0.01068,0.00848,0.00845,0.16698,0.1683,0.23913,,-38,-2.0042,0.0809,-0.1763,0.0268,0.4309
6/23/2010,0,6/23/2010,1,0,0.005,0,-0.0025,0.005,0.005,0.005,0.005,0.005,-0.00745,-0.00597,-0.00489,-0.0039,0.34692,0.29796,0.39826,,-69,-0.6295,-0.0573,-0.3749,-0.0055,0.26
8/10/2010,0,8/10/2010,1,0.0025,0.0025,0.0025,0.005,0.00369,-0.01,-0.02,-0.03,-0.035,-0.01115,-0.0452,-0.05672,-0.05006,0.68052,0.73842,0.76739,,-76,-0.1846,-0.0003,-0.6457,0.0474,-0.0415
9/21/2010,0,9/21/2010,1,0.0025,0.005,0,0,0.00833,0,-0.01,-0.01,-0.01,-0.01485,-0.0204,-0.01574,-0.00183,0.59361,0.59354,0.74324,,44,-0.0437,0.0236,-0.5214,0.0865,0.2198
11/3/2010,0,11/3/2010,1,0.0075,0.0075,0.005,0.005,0.00833,0.005,-0.005,-0.005,-0.01,-0.0037,-0.04314,0.00929,0.11159,-0.30103,-0.33723,-0.13522,,-100,0.076,0.0584,-0.3475,0.1226,0.3069
12/14/2010,0,12/14/2010,1,0,0,0,0,0,0.005,-0.005,-0.005,-0.01,-0.0149,-0.00149,0,0.00819,0.01285,0,-0.07454,,-111,0.533,0.1115,0.7643,0.1573,0.3947
1/26/2011,0,1/26/2011,1,-0.00125,0,0,0,0,0,0,-0.015,-0.02,-0.02605,-0.01042,0.00329,0.02054,-0.08019,-0.05797,0.01829,,-42,0.7896,0.0898,0.952,0.0865,0.3361
3/15/2011,0,3/15/2011,1,0,0,0,0,0,-0.005,0,0.01,0.02,0.02977,0.03865,0.02621,0.01212,0.27359,0.25505,-0.00358,,17,1.037,0.054,0.1759,0.0693,0.2292
4/27/2011,0,4/27/2011,1,0,0,-0.005,0,0,-0.005,-0.005,-0.015,-0.025,-0.02232,-0.0283,-0.01806,-0.01012,0.1752,0.16747,0.27592,,31,1.0822,0.0486,-0.0789,0.1211,0.2467
6/22/2011,0,6/22/2011,1,0,-0.005,-0.005,0,0,-0.005,0,0.005,0.01,0.01853,0.02917,0.02065,0.01551,0.10646,0.1162,-0.00347,,-144,0.8073,0.0127,-0.2694,-0.0337,0.3796
8/9/2011,0,8/9/2011,1,0,0.005,0.0025,0.0025,0,0.02,0,-0.035,-0.085,-0.09233,-0.12265,-0.06074,0.01934,-0.87788,-0.9322,0.17918,,7,1.1981,-0.1762,-0.8938,-0.0574,0.4112
9/21/2011,0,9/21/2011,1,0.005,0.015,0.02,0.02,0.01667,0.045,0.055,0.065,0.075,0.0443,0.04695,-0.00299,-0.07426,-0.609,-0.73809,-0.59691,,-120,1.295,-0.0561,-1.1102,-0.0244,0.5075
11/2/2011,0,11/2/2011,1,0,0.005,0.005,0.005,0,0.01,0.01,0.01,0.015,0.01478,0.02133,0.012,0.00166,-0.13996,-0.14207,-0.22531,,47,1.5273,-0.0548,-0.9065,-0.086,0.2489
12/13/2011,0,12/13/2011,1,0,0,0,0,0,0,0.01,0.015,0.015,0.00738,0.00426,-0.00449,-0.01644,-0.81154,-0.70908,-0.32502,,-5,1.4781,0.0688,-0.0619,-0.1085,0.3583
1/25/2012,0,1/25/2012,1,0,0,-0.0025,-0.0025,0,0,-0.01,-0.03,-0.035,-0.02213,-0.06232,-0.05376,-0.03313,0.30319,0.3248,0.39587,,50,1.5667,0.083,-0.1679,-0.022,0.5571
3/13/2012,0,3/13/2012,1,0,0,0,0,0,0,0.005,0.01,0.02,0.0074,0.02567,0.0315,0.03045,0.02241,0.01815,-0.29411,,17,1.8649,0.0857,-0.1991,0.0467,0.5607
4/25/2012,0,4/25/2012,1,0,0,0,0,0,0,0,0,0,0,0.01133,0.01334,0.01658,-0.0166,-0.03618,-0.09848,,-90,1.8618,0.0421,-0.2294,-0.0191,0.5901
6/20/2012,0,6/20/2012,1,0.00125,0.005,0.01,0.01,0.00375,0.015,0.015,0.02,0.02,0.02218,0.0113,-0.01461,-0.04381,-0.02733,-0.03712,-0.13396,,-89,1.6798,-0.0334,-0.9315,-0.093,0.231
8/1/2012,0,8/1/2012,1,0.01,0.01,0.015,0.01,0.01033,0.01,0.01,0.01,0.015,0.02215,0.03925,0.02749,0.0123,-0.1668,-0.20007,-0.48902,,-10,1.5583,-0.0173,-0.5331,0.0102,0.3466
9/13/2012,0,9/13/2012,1,0.0075,0.015,0.02,0.015,0.01324,0.01,0.01,0.015,0.015,0.02585,0.06474,0.05878,0.07279,0.61107,0.64158,0.03877,,-39,1.6559,0.093,0.2386,0.1664,0.4382
10/24/2012,0,10/24/2012,1,0,0,0,0,0,0,0,0,0,-0.0037,-0.00987,-0.00737,0.00158,-0.00141,0.01773,0.03086,,-6,1.6234,0.0453,0.31,0.038,0.5309
12/12/2012,0,12/12/2012,1,0,0,0,0,0,0,-0.005,-0.005,-0.005,0,-0.0014,0.01607,0.03593,0.39349,0.40126,0.35973,,36,1.5924,-0.003,0.0322,-0.035,0.7428
1/30/2013,0,1/30/2013,1,0,0,0,0,0,0,0,-0.005,-0.01,-0.00739,-0.01274,-0.01043,-0.01151,-0.07702,-0.08325,0.01474,,0,1.6211,0.0503,0.2705,0.0015,0.7534
3/20/2013,0,3/20/2013,1,0,0,0,0,0,0.005,0.005,0,0.0025,-0.00369,-0.00282,-0.00446,-0.00657,0.10916,0.11283,0.11193,,84,1.5067,0.0806,0.2816,-0.0095,0.6471
5/1/2013,0,5/1/2013,1,0.0025,0,0.005,0.0025,0.00258,0,0,0,0,0,0.00561,0.0102,0.01244,0.14053,0.14225,0.11739,,-97,1.4438,0.061,-0.2967,-0.0402,0.5278
6/19/2013,0,6/19/2013,1,0.0025,0,0.0025,0.005,0.00682,0,0,0,0.01,0.02217,0.06303,0.05468,0.04086,-0.06366,-0.09128,-0.44857,,5,1.5962,0.0567,0.2991,-0.0635,0.7091
7/31/2013,0,6/19/2013,1,0,0,0.0025,0,0,0,-0.005,-0.005,-0.0075,-0.00739,-0.03325,-0.02492,-0.02868,-0.03255,-0.05936,0.01505,,30,1.6731,0.0635,1.2687,-0.085,0.7741
9/18/2013,0,9/18/2013,1,0,-0.005,-0.0025,0,0,-0.005,-0.015,-0.02,-0.03,-0.04073,-0.13876,-0.11503,-0.06959,1.00779,1.05565,0.69305,,-8,1.7014,0.0469,0.9398,-0.0212,0.6882
10/30/2013,0,10/30/2013,1,0,0,0,0,0,-0.005,0,0,0.01,0.01108,0.03739,0.0399,0.0353,-0.29372,-0.31274,-0.35288,,-32,1.7005,0.0501,-0.08,0.0217,0.6255
12/18/2013,0,12/18/2013,1,0,0.005,0,0,0,0.01,0.005,0.005,-0.005,-0.0148,-0.02334,-0.01107,0,0.7595,0.78802,0.06901,,23,1.8234,0.048,-0.0085,-0.003,0.78
1/29/2014,0,1/29/2014,1,0,0.005,0,0,0.005,0.005,0.005,0,0.005,0,-0.00437,-0.0094,-0.01618,-0.40308,-0.39529,-0.10615,,-122,1.6833,0.0261,0.3104,0.0058,0.3925
3/19/2014,0,3/19/2014,1,0,0.005,0,0,0,0.005,0.01,0.02,0.04,0.05932,0.09257,0.05712,0.02895,-0.20472,-0.21469,-0.44284,,30,1.5824,0.0493,-0.2202,0.0643,0.2553
4/30/2014,0,4/30/2014,1,0,0,0.0025,0,0,0,0,0,0.005,0,0.00735,0.00792,0.00532,0.01755,0.02668,-0.01443,,-3,1.6787,0.048,-0.0445,0.0886,0.209
6/18/2014,0,6/18/2014,1,0,0.005,0.005,0,0,0,0.005,0.01,0.015,0.01114,0.02362,0.00475,-0.01053,0.31782,0.33568,-0.03315,,-3,1.7554,0.0533,-0.0577,-0.0136,0.1374
7/30/2014,0,7/30/2014,1,0,0,0,0,0,-0.005,-0.005,-0.01,-0.01,-0.00743,-0.0133,-0.01263,-0.01552,0.39686,0.40705,0.08217,,73,1.8641,0.0556,-0.3561,-0.0916,0.0857
9/17/2014,0,9/17/2014,1,0,0,0,0,0,0,0.005,0.02,0.035,0.03722,0.05048,0.03009,0.01394,0.24878,0.23824,-0.30134,,-78,1.9015,0.0319,-0.0565,-0.0894,0.0959
10/29/2014,0,10/29/2014,1,0,0,0.01,0.005,0,0,0.005,0.03,0.055,0.04448,0.05723,0.03261,0.00334,-0.29393,-0.32989,-0.7601,,33,1.9864,0.0031,-0.1494,-0.0753,-0.3431
12/17/2014,0,12/17/2014,1,0,0,-0.005,-0.005,0,-0.015,-0.04,-0.075,-0.0925,-0.07068,-0.07054,-0.02769,0,0.74124,0.77699,0.35397,,96,2.0015,-0.0058,-0.6689,-0.1133,-0.5125
1/28/2015,0,1/28/2015,1,0,0.005,0,0.005,0.005,0,-0.005,-0.015,-0.015,-0.01484,-0.0203,-0.01952,-0.0154,-0.25168,-0.28413,-0.03969,,9,2.1597,0.0518,-0.6204,-0.1434,-0.572
3/18/2015,0,3/18/2015,1,-0.00125,-0.005,-0.01,-0.02,-0.00298,-0.04,-0.065,-0.08,-0.1,-0.08568,-0.07928,-0.05507,-0.04454,1.42474,1.47372,1.21836,,55,2.2411,0.0235,-0.2418,-0.09,-0.3076
4/29/2015,0,4/29/2015,1,0,0,0,0,0,0,0,0,0,0,-0.00146,0,-0.00429,0.09256,0.08332,-0.74584,,-122,2.1068,0.0302,0.1408,0.0359,-0.2426
6/17/2015,0,6/17/2015,1,-0.0025,-0.01,-0.015,-0.02,-0.00577,-0.03,-0.045,-0.05,-0.055,-0.05592,-0.06353,-0.04843,-0.03231,0.33272,0.17986,0.30166,,60,2.1705,0.0207,0.2518,0.0504,0.1298
7/29/2015,0,7/29/2015,1,0,-0.005,-0.005,-0.005,-0.005,-0.005,-0.01,-0.01,-0.01,-0.01488,-0.01761,-0.01238,-0.01344,0.12738,0.14305,-0.14947,,-7,2.0405,-0.0116,0.2843,-0.0909,-0.2457
9/17/2015,0,9/17/2015,1,-0.025,-0.055,-0.05,-0.0525,-0.05769,-0.06,-0.065,-0.065,-0.0625,-0.05591,-0.05278,-0.03548,-0.01959,0.14133,0.11295,0.53702,,-42,2.0421,-0.0437,-0.2614,-0.1079,-0.1477
10/28/2015,0,10/28/2015,1,0,0,0.01,0.025,0,0.02,0.04,0.045,0.055,0.05579,0.0554,0.03203,-0.0029,-0.6055,-0.71377,-1.25816,,-58,1.9168,-0.0008,-0.2669,-0.0437,-0.0568
12/16/2015,0,12/16/2015,1,0.0125,0.0175,0.01,0.015,0.02583,0.01,0.0175,0.025,0.025,0.00749,-0.00296,-0.01404,-0.03271,0.13922,0.18326,-0.1507,,11,1.9244,0.0452,-0.2423,-0.0954,-0.1955
1/27/2016,0,1/27/2016,1,0,0,-0.01,-0.015,0,-0.02,-0.025,-0.035,-0.04,-0.03732,-0.03652,-0.02588,-0.01573,-0.36597,-0.35583,0.08272,,91,1.9172,-0.0588,-0.3857,-0.1141,-0.2804
3/16/2016,0,3/16/2016,1,-0.0075,-0.02,-0.055,-0.0525,-0.0155,-0.05,-0.08,-0.1,-0.11,-0.09351,-0.10688,-0.07004,-0.03236,0.26709,0.27437,0.82205,,47,1.8154,-0.0156,-0.3097,0.0476,-0.2786
4/27/2016,0,4/27/2016,1,-0.0025,0,0,0.005,0,0.005,0.01,0.015,0.015,0.01492,0.01018,0.00302,-0.00561,0.24476,0.22774,-0.20751,,15,1.9263,0.0925,-0.1124,0.1487,-0.33
6/15/2016,0,6/15/2016,1,-0.00125,-0.005,-0.025,-0.03,-0.0025,-0.04,-0.045,-0.05,-0.05,-0.05583,-0.0461,-0.02955,-0.00796,-0.04467,-0.04823,0.39949,,-117,1.655,0.0259,-0.2785,0.1433,-0.2692
7/27/2016,0,7/27/2016,1,-0.0025,-0.005,-0.005,0,-0.005,0.005,0.01,0.01,0.005,0.00372,-0.00576,-0.00736,-0.01035,0.21188,0.21986,-0.05458,,107,1.7191,0.0364,-0.4035,0.0071,-0.1246
9/21/2016,0,9/21/2016,1,-0.0125,-0.04,-0.03,-0.025,-0.04167,-0.02,-0.025,-0.03,-0.035,-0.04105,-0.04338,-0.03141,-0.02855,0.29354,0.2923,0.22376,,-38,1.7672,0.0326,-0.0326,-0.0347,0.0758
11/2/2016,0,11/2/2016,1,-0.0025,0,0.005,0.01,-0.00268,0.005,0,0,0.005,0.00746,0.00289,0.0015,0.00833,0.06189,0.07162,-0.02252,,-18,1.8773,-0.0276,0.3016,0.0504,0.0701
12/14/2016,0,12/14/2016,1,-0.0025,0,0,0.0125,-0.00456,0.0025,0.02,0.05,0.08,0.0677,0.0837,0.06673,0.0373,-0.24159,-0.27609,-0.62223,,1,1.6514,0.0509,0.7799,0.0858,0.2482
2/1/2017,0,2/1/2017,1,-0.0025,-0.0125,-0.02,-0.0175,-0.00259,-0.015,-0.02,-0.02,-0.025,-0.03007,-0.02388,-0.01268,0,0.16147,0.16484,0.10698,,-19,1.6132,0.0631,0.6326,0.0572,-0.093
3/15/2017,0,3/15/2017,1,0.0025,0.005,-0.005,-0.02,0.00484,-0.035,-0.05,-0.06,-0.07,-0.0717,-0.07364,-0.05108,-0.01729,0.28177,0.29472,0.38469,,39,1.685,0.0539,-0.0088,-0.0236,-0.3121
5/3/2017,0,5/3/2017,1,0,0.01,0.01,0.0075,0,0.01,0.015,0.015,0.02,0.01505,0.02077,0.01721,0.0151,0.03859,0.04201,-0.11916,,-80,1.5951,0.0412,-0.4414,-0.017,-0.5393
6/14/2017,0,6/14/2017,1,0.01,0.015,0.01,0.015,0.01875,0.0075,0.015,0.015,0.02,0.02634,0.02071,0.01235,0.00294,-0.0406,-0.05131,-0.1776,,-44,1.7142,0.0282,-0.6042,-0.0122,-0.279
7/26/2017,0,7/26/2017,1,0,0,-0.005,-0.01,0,-0.005,-0.01,-0.015,-0.02,-0.01884,-0.02528,-0.01718,-0.00151,0.02098,0.0202,0.44116,,42,1.6758,0.0532,-0.1246,-0.0076,0.1942
9/20/2017,0,9/20/2017,1,0,0,0,0.02,0,0.04,0.045,0.055,0.055,0.04527,0.05513,0.03744,0.01793,-0.14615,-0.15988,-0.7734,,-27,1.5386,0.0298,0.0353,0.0638,-0.3291
11/1/2017,0,11/1/2017,1,-0.0025,0.005,0,0,-0.00259,0,0,0.005,0.005,0.00378,0.0045,0.00629,0.00452,0.08571,0.07766,-0.06452,,-120,1.3961,0.0416,-0.1737,0.049,-0.143
12/13/2017,0,12/13/2017,1,0,0.005,0,0,0,-0.0025,-0.005,-0.01,-0.01,-0.01521,-0.01661,-0.01265,-0.0075,0.07573,0.07488,0.15276,,30,1.4951,0.0683,-0.1424,0.0038,-0.1626
1/31/2018,0,1/31/2018,1,0,-0.005,0,0.005,-0.005,0,0.005,0.005,0.01,0.00764,0.01381,0.01301,0.01106,-0.10361,-0.1149,-0.16523,,-42,1.4413,0.0987,-0.1858,0.0591,0.089
3/21/2018,0,3/21/2018,1,0,-0.005,-0.0075,-0.005,0,-0.005,-0.005,0,0.005,-0.00768,0.01392,0.0165,0.02289,0.3479,0.36575,0.28074,,108,1.5012,0.0201,0.0962,0.035,-0.2498
5/2/2018,0,5/2/2018,1,-0.0025,-0.005,0,0,-0.00267,0,-0.005,-0.01,-0.005,-0.01538,-0.02019,-0.0116,-0.00655,0.1428,0.16027,0.40461,,-75,1.566,-0.0789,-0.0539,0.0061,-0.0387
6/13/2018,0,6/13/2018,1,-0.005,-0.005,-0.005,0.0025,-0.00882,0,0.02,0.03,0.03,0.04237,0.04047,0.03153,0.02796,-0.13533,-0.14338,-0.34416,,33,1.6033,0.0001,-0.223,0.0316,-0.1483
8/1/2018,0,8/1/2018,1,0,0,0,0,0,0,-0.005,-0.0025,-0.005,0,-0.00467,-0.00332,-0.0033,0.02134,0.02668,0.04714,,18,1.6106,0.0534,-0.2224,-0.0457,-0.0703
9/26/2018,0,9/26/2018,1,0,0.01,0.01,0.01,0.01,0,0,-0.005,-0.01,-0.00387,-0.00784,-0.00167,0.00337,0.22624,0.22178,0.04248,,9,1.5984,0.0567,-0.0905,-0.0141,-0.2164
11/8/2018,0,11/8/2018,1,0.0025,0.005,0,0,0.00341,0.005,0.005,0.005,0.005,0.00775,0.0063,0.00505,0.0052,0.09441,0.08016,-0.19756,,62,1.6038,-0.0157,0.004,-0.008,-0.111
12/19/2018,0,12/19/2018,1,0.01,0.03,0.025,0.02,0.02583,0.03,0.025,0.015,0.015,0.00385,-0.00773,-0.01471,-0.0243,-0.94125,-0.97595,-0.38569,,-43,1.5132,-0.1318,-0.1879,-0.0329,-0.4424
1/30/2019,0,1/30/2019,1,0,0,-0.005,-0.005,0,-0.01,-0.03,-0.03,-0.04,-0.03653,-0.03076,-0.01945,-0.00482,0.77383,0.77759,0.50235,,136,1.5357,-0.0374,-0.362,-0.0329,-0.6368
3/20/2019,0,3/20/2019,1,0,0,-0.005,-0.005,0,-0.005,-0.025,-0.05,-0.06,-0.05943,-0.06564,-0.04803,-0.03343,0.50599,0.50327,0.57981,,-160,1.3505,0.0662,-0.0736,0.0461,-0.518
5/1/2019,0,5/1/2019,1,-0.025,-0.02,-0.025,-0.04,-0.02583,-0.035,-0.04,-0.045,-0.05,-0.04589,-0.03795,-0.02224,-0.00472,0.20476,0.19482,0.16439,,21,1.3491,0.1003,0.0229,0.0208,-0.447
6/19/2019,0,6/19/2019,1,0.0225,0.05,-0.03,-0.035,0.06136,-0.06,-0.085,-0.105,-0.105,-0.07961,-0.0626,-0.04156,-0.02824,0.23767,0.23931,0.15144,,-105,1.2592,0.0332,-0.0856,-0.0378,-0.7708
7/31/2019,0,7/31/2019,1,0,0.04,0.04,0.045,0.04,0.04,0.05,0.04,0.03,0.02088,0.00298,-0.00307,-0.01774,-0.13745,-0.14938,-0.21132,,64,1.2515,0.0246,-0.1356,-0.0168,-0.0781
9/18/2019,0,9/18/2019,1,0.01375,0.0175,0.01,0.015,0.03438,0.035,0.03,0.03,0.03,0.03785,0.03103,0.02416,0.01279,-0.37358,-0.39262,-0.30772,,-30,1.2522,0.0403,-0.2185,0.0253,-0.3372
10/11/2019,1,9/18/2019,0,-0.005,-0.01,-0.005,0,-0.00775,-0.02,-0.0025,0,0,-0.00756,-0.0059,-0.0015,0.00284,0.19962,0.19258,0.13132,,-9,1.3282,-0.0185,-0.1728,-0.0231,-0.2637
10/30/2019,0,10/30/2019,1,0,-0.0125,0.005,0.015,-0.0125,0.01,0.015,0.015,0.02,0.01325,0.01035,0.00302,-0.00573,0.14959,0.14837,-0.05849,,-9,1.3282,0.0053,0.0164,0.0202,-0.2032
12/11/2019,0,12/11/2019,1,0,0,0,-0.005,0,0,0,-0.005,-0.005,-0.00757,-0.00591,-0.00455,0.00144,0.16766,0.16732,0.12158,,86,1.3569,0.0504,0.3399,0.0144,-0.2724
1/29/2020,0,1/29/2020,1,0.0025,0.015,0.01,0.01,0.015,0.005,0.005,0.005,0.005,0.00189,-0.00293,-0.00298,-0.00702,0.02827,0.02281,0.0318,,-15,1.3183,0.0866,-0.0124,-0.032,-0.3377
3/3/2020,1,3/3/2020,1,-0.23125,-0.175,-0.155,-0.145,-0.25603,-0.1675,-0.13,-0.11,-0.0975,-0.06804,-0.04555,-0.03308,-0.01314,0.65188,0.69044,0.69428,,60,1.3128,-0.0139,-0.0549,-0.0495,-0.5898
3/15/2020,1,3/3/2020,0,,,,,,-0.06625,-0.0475,-0.0125,-0.07,,,,,,-0.45096,0.79187,,98,1.4829,-0.2376,0.0443,-0.162,-0.7483
4/29/2020,0,4/29/2020,1,-0.0025,-0.03,-0.025,-0.02,-0.03,0,-0.005,-0.005,-0.005,0.00369,0.00836,0.00975,0.01709,-0.18878,-0.19611,0.13805,,-601,0.4011,-0.1405,0.1634,-0.1936,-0.3103
6/10/2020,0,6/10/2020,1,0,0,0,0,0,-0.0025,0,-0.005,-0.005,-0.00922,-0.01812,-0.01261,0.00381,0.59258,0.53764,0.36881,,10009,-12.4243,0.076,0.4205,-0.01,-0.2601
7/29/2020,0,7/29/2020,1,0,0.005,0,0,0.005,-0.005,-0.015,-0.005,0,-0.00369,-0.00833,-0.00693,-0.00612,0.06893,0.07712,0.02121,,1570,-9.1496,0.1262,-0.0332,0.1697,-0.0107
9/16/2020,0,9/16/2020,1,-0.0025,0,0,0,-0.00536,-0.005,0,0,0,-0.00184,0.00139,0.00416,0.01259,0.40618,0.40382,0.06764,,21,-7.115,0.1118,0.0022,0.1501,0.357
11/5/2020,0,11/5/2020,1,0,0,0,0,0,0,0,0,-0.005,-0.00184,0.00139,0.00279,0.00128,0.0341,0.02135,0.04231,,-198,-6.5089,0.0406,0.2347,0.0733,0.4201
12/16/2020,0,12/16/2020,1,-0.0025,0,0,0,-0.00517,0,0,0.005,0,0.00184,0.01387,0.01969,0.02727,-0.16237,-0.15931,-0.25912,,-215,-6.0509,0.088,0.3256,0.0844,0.7362
1/27/2021,0,1/27/2021,1,0,0.0025,0,0.005,0.0025,0.005,0,0,0,0,-0.00139,0,-0.00132,-0.34152,-0.33775,-0.0743,,-190,-6.3043,0.1138,0.3348,0.103,0.5474
3/17/2021,0,3/17/2021,1,-0.0025,-0.005,-0.005,-0.005,-0.00554,-0.01,-0.005,-0.01,-0.01,-0.0166,-0.03955,-0.01848,0.0074,0.53485,0.53907,0.43153,,179,-5.9974,0.076,0.9488,0.1334,0.7243
4/28/2021,0,4/28/2021,1,-0.0025,-0.005,-0.005,-0.005,-0.005,-0.005,0,-0.005,-0.005,-0.00369,-0.00565,-0.00296,-0.00437,0.05755,0.07477,0.14888,,256,-4.489,0.0861,0.8009,0.1174,0.288
6/16/2021,0,6/16/2021,1,0.0125,0.025,0.01,0.01,0.02679,0.01,0.015,0.02,0.03,0.02768,0.07067,0.05156,0.03458,-0.49477,-0.49859,-0.60443,,-116,8.6387,0.0741,-0.1372,0.0772,0.4922
7/28/2021,0,7/28/2021,1,0,0,0,0,0,0,0,0,0.01,0.00738,0.0211,0.00869,-0.00138,0.18406,0.17644,-0.03387,,130,5.7636,0.0516,-0.4552,0.0478,0.1489
9/22/2021,0,9/22/2021,1,0,0,0,0,0,0,0,0,0,0.0037,0.00567,-0.00146,-0.00138,0.37317,0.35859,0.1534,,-498,4.4813,0.0441,-0.1335,0.0424,0.2718
11/3/2021,0,11/3/2021,1,0,0,0,0.0025,0,0,0.005,0.01,0.0075,0.00928,0.01655,0.01196,0.03268,0.23372,0.22721,0.02158,,-306,4.0665,0.054,0.2325,0.0924,0.397
12/15/2021,0,12/15/2021,1,-0.0025,0,-0.005,0.0075,-0.00484,0.025,0.045,0.05,0.05,0.03361,0.02756,0.01945,0.00561,0.62031,0.57237,-0.16004,,-340,4.4096,0.0363,-0.153,-0.0194,0.2204
1/26/2022,0,1/26/2022,1,-0.0025,-0.01,-0.005,-0.005,-0.01,-0.0075,-0.01,-0.005,-0.005,-0.00188,0.00881,0.01378,0.01336,-0.2151,-0.1985,0,,-251,4.9586,-0.0434,-0.3916,-0.0027,0.3467
3/16/2022,0,3/16/2022,1,-0.01,-0.015,0,0.02,-0.02067,0.06,0.11,0.145,0.155,0.10704,0.06975,0.04598,0.03677,-0.74763,-0.76101,-0.1731,,255,5.0521,-0.0908,-0.3903,0.2313,-0.1119
5/4/2022,0,5/4/2022,1,-0.0175,-0.02,-0.02,-0.02,-0.02009,-0.025,-0.0275,-0.03,-0.04,-0.0426,-0.0463,-0.02342,-0.01016,-0.14965,-0.16759,0.1233,,-59,4.8013,-0.0596,-0.2184,0.1571,-0.0105
6/13/2022,1,5/4/2022,1,0.04625,0.115,0.16,0.155,0.08162,0.185,0.135,0.115,0.1,0.11179,0.07566,0.04843,0.03078,-0.45255,-0.46245,-0.17281,,72,4.637,-0.1182,0.0001,0.0299,0.0482
6/15/2022,0,6/15/2022,0,0.0225,0.035,0.045,0.05,0.045,0.07,0.0825,0.09,0.0575,0.04313,0.02413,0.01386,0.00453,-0.12554,-0.08618,-0.07697,,72,4.637,-0.1182,0.0001,0.0299,0.0482
7/27/2022,0,7/27/2022,1,-0.0025,-0.015,-0.015,-0.02,-0.015,-0.005,0,0.005,0.005,0.00291,0.00156,0.00165,0,0.05081,0.06284,0.10356,,107,4.3781,-0.1138,-0.9196,-0.1012,-0.014
9/21/2022,0,9/21/2022,1,-0.01,-0.035,0,0.04,-0.03333,0.09,0.12,0.13,0.115,0.09103,0.05207,0.01929,-0.01484,-1.35205,-1.38846,-0.4056,,17,4.0304,0.0503,-0.7314,-0.0865,0.0847
11/2/2022,0,11/2/2022,1,-0.0025,-0.025,-0.04,-0.065,-0.00268,-0.06,-0.0775,-0.08,-0.09,-0.08185,-0.07457,-0.04518,-0.00813,0.70408,0.69157,0.5648,,8,3.8711,-0.0659,-0.013,-0.0451,0.1655
12/14/2022,0,12/14/2022,1,0,0,0.035,0.045,0,0.0125,0.085,0.115,0.12,0.08115,0.05976,0.03305,0.00552,-1.14497,-1.16971,-0.31877,,63,3.2691,-0.0223,-0.8138,-0.0565,-0.0228
2/1/2023,0,2/1/2023,1,-0.0075,-0.005,0.005,0.005,-0.00778,-0.005,0.005,0.02,0.02,0.02182,0.01614,0.0104,0.01288,0.13746,0.13506,-0.04125,,18,2.9786,0.0622,-0.7818,-0.0248,0.0253
