schedstr,MP1,FF1,FF2,FF3,FF4,ED1,ED2,ED3,ED4,x_year,x_date,y
1996-01-31,-0.03,-0.0025,-0.03,-0.01,-0.01,-0.025,-0.03,-0.04,-0.04,1996.0795082174736,1996-01-30 02:24:00.656238144,-1.123668783446533
1996-03-26,0.02,0.0,0.02,0.01,0.0,0.015,0.02,0.03,0.03,1996.2409662067912,1996-03-29 04:38:49.777634025,-0.0544847983017656
1996-05-21,0.0155,0.005,-0.0025,0.01,0.02,0.0,0.01,0.01,0.03,1996.3905713437152,1996-05-22 22:46:43.259500715,0.9067896306716944
1996-07-03,-0.060892857,-0.055,-0.04,-0.035,-0.025,-0.05,-0.025,-0.015,-0.01,1996.5063150451829,1996-07-04 07:28:16.884790890,0.8693248972307798
1996-08-20,-0.028181818,-0.01,-0.01,0.0,0.01,-0.03,0.0,0.01,0.01,1996.625865699241,1996-08-17 01:36:15.487681864,0.925198772845932
1996-09-24,-0.13,-0.025,-0.13,-0.12,-0.12,-0.1,-0.08,-0.09,-0.085,1996.7292956254848,1996-09-23 22:07:57.987331731,0.9183940861580782
1996-11-13,0.0,0.0,0.0,0.0,-0.01,-0.01,-0.015,-0.02,-0.025,1996.8757148020843,1996-11-16 12:16:43.757430672,0.7648199986602959
1996-12-17,0.0,0.0,0.01,0.0,0.01,-0.015,-0.01,-0.01,0.05,1996.9498423789528,1996-12-13 15:24:55.644196409,1.1955078351809756
1997-02-05,-0.030434783,-0.025,-0.01,-0.01,0.0,-0.02,0.005,0.01,0.03,1997.0992180187347,1997-02-06 05:08:59.438818942,1.2607120231744953
1997-03-25,0.05,0.015,0.05,0.04,0.05,0.04,0.06,0.06,0.055,1997.2196365191287,1997-03-22 04:00:57.267242640,1.3808065276031407
1997-05-20,-0.084545455,-0.03,-0.085,-0.07,-0.08,-0.065,-0.0525,-0.045,-0.045,1997.3709696345336,1997-05-16 09:41:38.394651428,1.5908639116982088
1997-07-02,-0.02137931,-0.02,-0.01,-0.02,-0.02,-0.01,-0.0025,-0.005,0.0,1997.4982055500284,1997-07-01 20:16:50.225695233,1.1165878179946145
1997-08-19,0.0,0.0,-0.01,0.0,0.0,-0.0025,0.005,0.0125,0.0125,1997.6125828756549,1997-08-12 14:13:33.566652295,0.7896353896271048
1997-09-30,-0.015,-0.0035,-0.015,-0.01,-0.02,0.0,-0.005,0.0,0.0,1997.74434123483,1997-09-29 16:25:45.181599424,0.6500201282960517
1997-11-12,-0.05,-0.03,-0.04,-0.03,-0.02,-0.0325,-0.03,-0.03,-0.0375,1997.8765479812787,1997-11-16 22:33:37.137604789,1.1715051340935054
1997-12-16,0.0,0.0,0.0,0.0,0.0,0.005,-0.0075,0.0175,0.015,1997.9626769086904,1997-12-18 09:02:58.992459037,0.9518898690254745
1998-02-04,0.035,0.03,0.03,0.01,0.01,0.01,0.015,0.0175,0.02,1998.1016094642375,1998-02-07 02:05:56.064194638,0.2443058236299508
1998-03-31,-0.005,-0.005,-0.005,-0.01,0.001,0.0025,-0.0025,0.005,0.0,1998.2452187472584,1998-03-31 12:06:58.413540185,0.3537393179660736
1998-05-19,-0.03875,-0.015,-0.03,-0.02,-0.01,-0.0275,-0.01,-0.01,-0.015,1998.4212951259572,1998-06-03 18:32:43.092184945,0.6680192612905358
1998-07-01,-0.005166667,-0.005,-0.02,0.0,0.01,-0.025,-0.03,-0.04,-0.045,1998.518522843724,1998-07-09 06:15:36.399679614,0.7987747758117046
1998-08-18,0.011923077,0.005,0.0,0.01,0.02,0.0075,0.005,0.015,0.025,1998.6249465184,1998-08-17 02:31:53.404264464,-3.0470393311607142
1998-09-29,0.055,0.005,0.055,0.06,0.07,0.0575,0.005,0.0125,0.015,1998.7435110418812,1998-09-29 09:09:24.216766153,-2.990881830506197
1998-11-17,-0.069230769,-0.03,-0.03,-0.04,-0.04,-0.0275,-0.02,0.005,0.005,1998.8689784793996,1998-11-14 04:15:05.326346718,-0.3727046354187416
1998-12-22,-0.017222222,-0.005,0.0,0.0,0.01,0.01,-0.0075,-0.01,0.0025,1998.9688772353315,1998-12-20 15:21:52.493415670,-0.3791827547448605
1999-02-03,0.0056,0.005,-0.01,0.01,0.01,-0.005,0.0025,0.01,0.0,1999.0862976480612,1999-02-01 11:58:02.629257709,0.3248834273167669
1999-03-30,0.0,0.005,0.0,-0.01,-0.02,-0.0125,-0.025,-0.03,-0.0275,1999.2299639839437,1999-03-25 22:29:04.197647330,0.7001720037403436
1999-05-18,0.0,0.0,-0.01,0.03,0.03,0.0325,0.115,0.15,0.16,1999.3741534383107,1999-05-17 13:35:02.830566667,0.7478849095578245
1999-06-30,-0.045,0.0,-0.045,-0.06,-0.07,-0.08,-0.1,-0.105,-0.12,1999.4972606552208,1999-07-01 12:00:12.023042224,1.2500876554827984
1999-08-24,0.0375,0.015,0.0375,0.01,0.025,0.01,0.0,-0.0025,-0.0225,1999.64517831316,1999-08-24 11:45:43.283811591,1.317287118628584
1999-10-05,-0.047692308,-0.04,-0.025,0.0,0.045,0.03,0.0725,0.095,0.09,1999.7592923920647,1999-10-05 03:24:04.876152638,1.4103981590900554
1999-11-16,0.053571429,0.025,0.085,0.085,0.045,0.0625,0.075,0.07,0.06,1999.852593105164,1999-11-08 04:42:56.164452940,0.6226357193219617
1999-12-21,0.0155,0.005,-0.01,-0.005,-0.005,0.015,0.045,0.04,0.05,1999.9864495632112,1999-12-27 01:17:53.425427807,1.0045662130318338
2000-02-02,-0.053703704,-0.05,-0.035,-0.015,0.005,-0.02,-0.005,0.0025,0.015,2000.0938857252777,2000-02-04 08:41:31.959021125,0.8965405583063367
2000-03-21,-0.031,-0.01,-0.02,-0.005,-0.01,-0.005,-0.005,0.005,0.0,2000.2222353769027,2000-03-22 08:06:55.982569366,1.0541105960414034
2000-05-16,0.041333333,0.02,0.05,0.05,0.055,0.05125,0.0525,0.05,0.045,2000.3919395135283,2000-05-23 10:47:48.072597754,0.609048138532008
2000-06-28,-0.02,0.0,-0.02,-0.02,-0.015,-0.025,-0.03,-0.045,-0.045,2000.4857954875704,2000-06-26 19:13:39.226145750,0.8565810559334963
2000-08-22,0.017222222,0.005,-0.005,0.0,0.105,-0.0025,0.015,0.02,0.02,2000.6226934255976,2000-08-15 21:44:20.581618099,0.6263549230056508
