Date,schedstr,MP1,MP2,FF1,FF2,FF3,FF4,FF5,FF6,ED1,ED2,ED3,ED4
4/1/2011,4/27/2011,-0.005,-0.005,0,-0.005,-0.005,-0.005,0,-0.005,-0.015,-0.02,-0.025,-0.03
5/1/2011,,,,,,,,,,,,,
6/1/2011,6/22/2011,-0.009375,0.003835227,-0.0025,-0.005,0,0,-0.0025,0,-0.005,-0.005,0,0.01
7/1/2011,,,,,,,,,,,,,
8/1/2011,8/9/2011,-0.007045455,-0.000227273,-0.005,-0.005,-0.005,0,0,0,0.025,0,-0.04,-0.085
9/1/2011,9/21/2011,0.008333333,0.020833333,0.0025,0.015,0.02,0.015,0.015,0.015,0.055,0.08,0.11,0.095
10/1/2011,,,,,,,,,,,,,
11/1/2011,11/2/2011,0,0.008611111,0,0.005,0.005,0.005,0.005,0.005,0.005,0.0175,0.015,0.015
12/1/2011,12/13/2011,0.004305556,-0.005,0.0025,0,-0.005,0,0,0.005,0.0025,0.01,0.01,0.01
1/1/2012,1/25/2012,-0.005,0.003611111,-0.0025,-0.005,0,0,0,-0.005,-0.0025,-0.015,-0.015,-0.015
2/1/2012,,,,,,,,,,,,,
3/1/2012,3/13/2012,0,0,0,-0.005,0,0,0,0,0.0025,0.01,0.015,0.025
4/1/2012,4/25/2012,-0.005,-0.005,-0.0025,-0.005,-0.005,0,0,-0.005,0,-0.01,-0.01,-0.01
5/1/2012,,,,,,,,,,,,,
6/1/2012,6/20/2012,0.015,0.004666667,0.005,0.01,0.005,0.01,0.01,0.01,0.015,0.015,0.015,0.005
7/1/2012,,,,,,,,,,,,,
8/1/2012,8/1/2012,0.0155,0.014617647,0.015,0.015,0.005,0.005,0.005,0.01,0.01,0.01,0.015,0.015
9/1/2012,9/13/2012,0.013235294,0.005,0.0075,0.01,0.005,0.01,0.005,0.015,0.005,0.0025,0,-0.005
10/1/2012,10/24/2012,0,-0.008157895,0,0,-0.005,0,0.005,0,0,0,-0.0025,0
11/1/2012,,,,,,,,,,,,,
12/1/2012,12/12/2012,0.004078947,0,0.0025,0.005,0,0,-0.005,-0.005,-0.0025,-0.005,-0.005,-0.005
1/1/2013,1/30/2013,0.005,-0.009090909,0,0.005,0,0.005,0,0.005,0,0,-0.005,-0.005
2/1/2013,,,,,,,,,,,,,
3/1/2013,3/20/2013,0,0.005166667,0,0.005,0.005,0.005,0,0,0,0,0.005,0
4/1/2013,,,,,,,,,,,,,
5/1/2013,5/1/2013,0,0,0,0,0,-0.005,0,0,-0.005,-0.005,-0.005,0
6/1/2013,6/19/2013,0,0.005,0,0.003,0.005,0.005,0,0.005,0.01,0.01,0.02,0.03
7/1/2013,,0,0,0,0,0,0,0,-0.005,0,0,-0.005,-0.01
8/1/2013,,,,,,,,,,,,,
9/1/2013,9/18/2013,0,-0.005,0,0,-0.005,0,-0.005,-0.01,-0.015,-0.025,-0.02,-0.04
10/1/2013,10/30/2013,0,0,0,0,0,0,-0.005,0,0,0,0.005,0.005
11/1/2013,,,,,,,,,,,,,
12/1/2013,12/18/2013,0.005961538,0.005,0.0025,0.005,0.005,0,0,0,0.01,0.005,-0.005,-0.015
1/1/2014,1/29/2014,0,0,-0.0025,0,0,0,0,0.005,0,0.01,0,-0.005
2/1/2014,,,,,,,,,,,,,
3/1/2014,3/19/2014,0,0,0,0,0,0.005,0.005,0.005,0.02,0.01,0.03,0.06
4/1/2014,4/30/2014,0,0,-0.0025,0,0,0,0.005,0,0.01,0,0,0.005
5/1/2014,,,,,,,,,,,,,
6/1/2014,6/18/2014,0,-0.005,0,0,-0.005,-0.005,0,0,-0.02,0,0,0
7/1/2014,7/30/2014,0,0,0,0,0,0,-0.005,0,0,0,-0.02,-0.01
8/1/2014,,,,,,,,,,,,,
9/1/2014,9/17/2014,0,0,0,-0.005,0,0,0,0.005,0,0.015,0.035,0.045
10/1/2014,10/29/2014,0,0.011071429,0,0,0.005,0.005,0.01,0.01,0,-0.015,0.035,0.055
11/1/2014,,,,,,,,,,,,,
12/1/2014,12/17/2014,0,0,0,0,0,-0.005,0,0,-0.01,-0.01,-0.01,0
1/1/2015,1/28/2015,0,0,0,0,0,0,0,-0.005,-0.005,-0.005,-0.01,-0.015
2/1/2015,,,,,,,,,,,,,
3/1/2015,3/18/2015,-0.005961538,-0.015,-0.0025,-0.01,-0.015,-0.025,-0.04,-0.06,-0.05,-0.09,-0.125,-0.155
4/1/2015,4/29/2015,-0.005,-0.005,0,-0.005,-0.005,-0.005,-0.005,0,0.01,0,0,0
5/1/2015,,,,,,,,,,,,,
6/1/2015,6/17/2015,-0.011538462,-0.015,-0.005,-0.005,-0.015,-0.025,-0.045,-0.045,-0.045,-0.065,-0.08,-0.09
7/1/2015,7/29/2015,-0.005,-0.005,-0.0025,-0.005,-0.005,-0.005,-0.01,-0.01,-0.005,-0.005,-0.01,-0.015
8/1/2015,,,,,,,,,,,,,
9/1/2015,9/17/2015,-0.063461538,-0.055,-0.0275,-0.05,-0.055,-0.065,-0.06,-0.07,-0.07,-0.08,-0.085,-0.09
10/1/2015,10/28/2015,-0.005,0.026,0,-0.005,0.01,0.02,0.025,0.03,0.02,0.03,0.045,0.055
11/1/2015,,,,,,,,,,,,,
12/1/2015,12/16/2015,0.031,0.015,0.015,0.02,0.015,0.015,0.02,0.015,0.015,0.025,0.03,0.03
1/1/2016,1/27/2016,-0.005,-0.015333333,-0.0025,-0.005,-0.01,-0.015,-0.02,-0.02,-0.02,-0.025,-0.035,-0.035
2/1/2016,,,,,,,,,,,,,
3/1/2016,3/16/2016,-0.0155,-0.06,-0.0075,-0.025,-0.06,-0.065,-0.065,-0.085,-0.075,-0.11,-0.13,-0.14
4/1/2016,4/27/2016,-0.005,0.015,0,-0.005,0.005,0.01,0.01,0.015,0.005,0.01,0.01,0.015
5/1/2016,,,,,,,,,,,,,
6/1/2016,6/15/2016,0,-0.03,0,-0.01,-0.03,-0.03,-0.035,-0.035,-0.035,-0.045,-0.045,-0.045
7/1/2016,7/27/2016,-0.01,0.006666667,-0.005,-0.01,-0.005,0.005,-0.005,0.0025,0.005,0.005,0.005,0.005
8/1/2016,,,,,,,,,,,,,
9/1/2016,9/21/2016,-0.05,-0.033928571,-0.015,-0.045,-0.035,-0.02,-0.015,-0.015,-0.02,-0.025,-0.03,-0.035
10/1/2016,,,,,,,,,,,,,
11/1/2016,11/2/2016,-0.005357143,0.004411765,-0.005,0,0,0,0.005,0,0.005,0.005,0.005,0.005
12/1/2016,12/14/2016,-0.004558824,0.005354031,-0.0025,-0.005,0.005,0.015,0.02,0.0275,0,0.03,0.07,0.12
1/1/2017,,,,,,,,,,,,,
2/1/2017,2/1/2017,-0.005185185,-0.024201389,-0.005,-0.015,-0.025,-0.02,-0.02,-0.0225,-0.015,-0.015,-0.025,-0.025
3/1/2017,3/15/2017,0.00484375,-0.000518973,0.0025,0.005,0,-0.025,-0.035,-0.04,-0.0425,-0.055,-0.07,-0.0825
4/1/2017,,,,,,,,,,,,,
5/1/2017,5/3/2017,-0.002767857,0.011796875,-0.0025,0.005,0.015,0.005,0.01,0.015,0.015,0.015,0.015,0.015
6/1/2017,6/14/2017,0.01875,0.01,0.01,0.02,0.01,0.01,0.02,0.025,0.01,0.015,0.035,0.04
7/1/2017,7/26/2017,-0.005,-0.005,-0.0025,-0.005,-0.005,-0.01,-0.015,-0.01,-0.005,-0.015,-0.0175,-0.015
8/1/2017,,,,,,,,,,,,,
9/1/2017,9/20/2017,-0.0075,-0.004913793,-0.0025,-0.005,-0.005,0.02,0.04,0.035,0.04,0.05,0.065,0.07
10/1/2017,,,,,,,,,,,,,
11/1/2017,11/1/2017,-0.002586207,0.001867816,-0.0025,0,-0.005,-0.005,0,0,0,0.005,0,0.005
12/1/2017,12/13/2017,0.004305556,0.005,0.0025,0,0.005,-0.005,-0.01,-0.01,-0.005,-0.015,-0.02,-0.025
1/1/2018,1/31/2018,-0.0075,0.01575,0.0025,-0.0075,0,0,0.005,0.01,0,0,0.005,0.005
2/1/2018,,,,,,,,,,,,,
3/1/2018,3/21/2018,0,-0.005344828,0,0,-0.005,-0.005,-0.01,-0.015,-0.02,-0.025,-0.025,-0.02
4/1/2018,,,,,,,,,,,,,
5/1/2018,5/2/2018,-0.002672414,0.002043611,-0.0025,0,-0.005,-0.005,-0.005,-0.005,-0.005,-0.01,-0.01,-0.01
6/1/2018,6/13/2018,-0.004411765,-0.010186275,-0.0025,-0.005,-0.01,-0.01,0.01,-0.005,-0.0025,0.01,0.025,0.035
7/1/2018,,,,,,,,,,,,,
8/1/2018,8/1/2018,-0.002583333,0,-0.0025,-0.005,0,0,-0.005,0,0,-0.005,-0.005,-0.005
9/1/2018,9/26/2018,0.01,0.01,0,0.01,0.01,0.005,0.01,0,0.005,-0.005,-0.005,-0.01
10/1/2018,,,,,,,,,,,,,
11/1/2018,11/8/2018,0.006818182,-0.010795455,0.005,0,0,0,0,0.005,0.005,0.0075,0.01,0.01
12/1/2018,12/19/2018,0.025833333,0.02,0.01,0.025,0.02,0.02,0.025,0.02,0.02,0.0225,0,-0.02
1/1/2019,1/30/2019,0,0,-0.0025,0,0,-0.005,-0.015,-0.02,-0.01,-0.035,-0.05,-0.065
2/1/2019,,,,,,,,,,,,,
3/1/2019,3/20/2019,0,0,0,0.005,0,0,0.005,0.005,0,-0.015,-0.04,-0.06
4/1/2019,,,,,,,,,,,,,
5/1/2019,5/1/2019,-0.025833333,0.017348485,-0.025,-0.01,0.01,0.01,0.015,0.03,0,0.04,0.055,0.06
6/1/2019,6/19/2019,0.054545455,-0.0775,0.02,0.05,-0.0775,-0.085,-0.095,-0.12,-0.11,-0.15,-0.18,-0.175
7/1/2019,7/31/2019,0.04,0.065,0,0.04,0.05,0.065,0.065,0.08,0.05,0.085,0.085,0.085
8/1/2019,,,,,,,,,,,,,
9/1/2019,9/18/2019,0.046875,0.04,0.01875,0.03,0.04,0.04,0.03,0.035,0.07,0.065,0.075,0.075
10/1/2019,10/30/2019,-0.02025,0.006875,-0.0025,-0.0225,-0.005,0.01,0.005,0.005,-0.01,-0.0025,-0.005,-0.015
11/1/2019,,,,,,,,,,,,,
12/1/2019,12/11/2019,0,0,0,-0.005,0,-0.005,-0.005,-0.005,0.0025,-0.005,-0.01,-0.02
1/1/2020,1/29/2020,0.01,-0.005,0.0025,0.01,0.01,0.005,-0.005,-0.01,0,-0.01,-0.02,-0.02
2/1/2020,,,,,,,,,,,,,
3/1/2020,3/3/2020,-0.485066964,-0.22,-0.365,-0.3,-0.22,-0.1925,-0.19,-0.16,-0.34375,-0.205,-0.22,-0.23
4/1/2020,4/29/2020,-0.0275,-0.02375,-0.0025,-0.0275,-0.025,-0.02,-0.01,-0.015,0.005,-0.005,-0.01,0
5/1/2020,,,,,,,,,,,,,
6/1/2020,6/10/2020,0,0,0,0,0,0.005,0,0.005,-0.0025,-0.005,-0.005,-0.005
7/1/2020,7/29/2020,0.005,0.005,0,0.005,0.005,0,0.005,0.005,0,-0.015,-0.005,-0.005
8/1/2020,,,,,,,,,,,,,
9/1/2020,9/16/2020,0,0,0,0,0,-0.005,0,0,0,0,0,0
10/1/2020,,,,,,,,,,,,,
11/1/2020,11/5/2020,0,0,0,0,-0.005,0,0,0,0,0,0.005,0
12/1/2020,12/16/2020,0,0,0,0,0,0,0,0.005,-0.005,-0.005,0,0
1/1/2021,1/27/2021,0,0.011071429,0,0,0.005,0,0.005,0,0.005,0,0,0.005
2/1/2021,,,,,,,,,,,,,
3/1/2021,3/17/2021,-0.011071429,-0.01,-0.005,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.01,-0.015,-0.01
4/1/2021,4/28/2021,-0.01,-0.004642857,0,-0.01,-0.0075,-0.01,-0.005,-0.005,-0.005,-0.0025,-0.005,-0.01
5/1/2021,,,,,,,,,,,,,
6/1/2021,6/16/2021,0.026785714,0.0125,0.0125,0.02,0.0125,0.005,0.01,0.01,0.01,0.015,0.015,0.03
7/1/2021,7/28/2021,-0.005,0.01375,0,-0.005,0,-0.005,-0.005,0,-0.005,-0.005,0,0
8/1/2021,,,,,,,,,,,,,
9/1/2021,9/22/2021,0,0,0,0,0,0,0.005,0,0.005,0.005,0.015,0.025
10/1/2021,,,,,,,,,,,,,
11/1/2021,11/3/2021,0,-0.0096875,0,-0.005,-0.005,0,0,0,-0.0025,0.005,0.01,0
12/1/2021,12/15/2021,-0.00484375,-0.01,-0.0025,-0.005,-0.01,0.01,0.025,0.025,0.02,0.04,0.035,0.03
1/1/2022,1/26/2022,-0.005,0.046666667,-0.0025,-0.005,0.02,0.045,0.07,0.075,0.08,0.11,0.125,0.14
2/1/2022,,,,,,,,,,,,,
3/1/2022,3/16/2022,-0.020666667,-0.031382716,-0.01,-0.015,-0.03,-0.02,-0.005,0.02,0.02,0.05,0.065,0.06
4/1/2022,,,,,,,,,,,,,
5/1/2022,5/4/2022,-0.017222222,-0.072777778,-0.015,-0.045,-0.075,-0.11,-0.1225,-0.14,-0.095,-0.15,-0.17,-0.18
6/1/2022,6/15/2022,0.12162,-0.045,0.06625,0.145,0.115,0.1,-0.085,-0.105,0.065,-0.055,-0.04,-0.06
7/1/2022,7/27/2022,-0.015,-0.048333333,0,-0.015,-0.025,-0.045,-0.065,-0.0775,-0.055,-0.1,-0.125,-0.105
8/1/2022,,,,,,,,,,,,,
9/1/2022,9/21/2022,-0.025,-0.030357143,-0.0075,-0.03,-0.03,0.01,0.035,0.065,0.06,0.085,0.105,0.095
10/1/2022,,,,,,,,,,,,,
11/1/2022,11/2/2022,-0.002678571,-0.016029412,-0.0025,-0.01,-0.015,0.015,0.03,0.06,0,0.06,0.105,0.13
12/1/2022,12/14/2022,-0.002279412,8.44E-05,-0.00125,0.0025,0,0.005,0.03,0.06,0,0.045,0.07,0.075
1/1/2023,,,,,,,,,,,,,
2/1/2023,2/1/2023,-0.007777778,-0.015432099,-0.0075,-0.01,-0.01,-0.025,-0.03,-0.035,-0.04,-0.065,-0.115,-0.155
3/1/2023,3/22/2023,0.034444444,0.007380952,0.01,0.035,0.01,-0.0075,-0.015,-0.0375,-0.04,-0.09,-0.135,-0.205
4/1/2023,,,,,,,,,,,,,
5/1/2023,5/3/2023,0.011071429,0.0278125,0.01,0.02,0.01,0.01,0.005,-0.005,0.005,-0.015,-0.035,-0.055
6/1/2023,6/14/2023,-0.0140625,0,-0.0075,-0.015,0,0.01,0.02,0.07,-0.01,0.05,0.125,0.16
7/1/2023,7/26/2023,0.005,-0.0025,0.0025,0.005,0.0025,0.005,-0.02,-0.03,-0.015,-0.035,-0.05,-0.065
8/1/2023,,,,,,,,,,,,,
9/1/2023,9/20/2023,0,0.005172414,0,0,0.005,0.02,0.025,0.035,0.03,0.07,0.1,0.125
10/1/2023,,,,,,,,,,,,,
11/1/2023,11/1/2023,-0.002586207,-0.032576628,-0.0025,-0.02,-0.03,-0.04,-0.04,-0.045,-0.035,-0.055,-0.075,-0.09
12/1/2023,12/13/2023,-0.004305556,-0.025,-0.0025,0,-0.025,-0.05,-0.095,-0.155,-0.0125,-0.135,-0.22,-0.255
1/1/2024,1/31/2024,0.0025,0.058863636,0,0.0025,0.0225,0.05,0.05,0.045,0.045,0.035,0.03,0.025
2/1/2024,,,,,,,,,,,,,
3/1/2024,3/20/2024,-0.007045455,-0.010098485,-0.0025,-0.005,-0.01,-0.025,-0.035,-0.05,-0.045,-0.075,-0.08,-0.075
4/1/2024,,,,,,,,,,,,,
5/1/2024,5/1/2024,0,-0.008333333,0,-0.005,-0.005,-0.005,-0.015,-0.025,-0.01,-0.03,-0.055,-0.0725
6/1/2024,6/12/2024,0,0.015,0,0.005,0.015,0.025,0.03,0.04,0.0075,0.03,0.06,0.07
7/1/2024,7/31/2024,0,-0.025,0,0,-0.01,-0.025,-0.035,-0.045,-0.02,-0.06,-0.075,-0.095
8/1/2024,,,,,,,,,,,,,
9/1/2024,9/18/2024,-0.11875,-0.087771739,-0.0475,-0.11,-0.095,-0.09,-0.075,-0.065,-0.08,-0.07,-0.045,-0.04
10/1/2024,,,,,,,,,,,,,
11/1/2024,11/7/2024,0,0,0,0,-0.01,0.01,0.015,0.01,0.005,0.015,0.02,0.015
12/1/2024,12/18/2024,-0.011923077,0.02,-0.005,-0.01,0.02,0.03,0.045,0.07,0.06,0.115,0.15,0.17
1/1/2025,1/29/2025,0.005,0.017916667,0,0.005,0.01,0.025,0.015,0.02,0.015,0.01,0.005,-0.005
2/1/2025,,,,,,,,,,,,,
3/1/2025,3/19/2025,0,-0.012916667,0,0.005,-0.01,-0.015,-0.03,-0.04,-0.035,-0.075,-0.105,-0.125
4/1/2025,,,,,,,,,,,,,
5/1/2025,5/7/2025,0,0.00625,0,0.0025,0.01,0.01,0.005,0.005,0,-0.005,-0.005,-0.015
6/1/2025,6/18/2025,0.00625,0.005,0.0025,0.005,0.005,0,-0.01,-0.02,-0.01,-0.025,-0.01,-0.005
7/1/2025,7/30/2025,0.005,0.039615385,0,0.005,0.02,0.045,0.065,0.065,0.055,0.08,0.08,0.06
8/1/2025,,,,,,,,,,,,,
9/1/2025,9/17/2025,0.011538462,-0.025,0.005,0.01,-0.025,-0.025,-0.025,-0.03,-0.03,-0.025,-0.015,-0.015
10/1/2025,10/29/2025,0.03,0.081666667,0,0.03,0.065,0.085,0.105,0.105,0.11,0.115,0.095,0.08
11/1/2025,,,,,,,,,,,,,
12/1/2025,12/10/2025,-0.003690476,-0.005,-0.0025,0,-0.005,-0.01,-0.02,-0.025,-0.0125,-0.035,-0.045,-0.04
